Project_Name,Transacted_Price,Unit_Price,Sale_Date
D'LEEDON,1450000,1643,1 Jul 2021
FOURTH AVENUE RESIDENCES,1705000,2364,1 Jul 2021
FOURTH AVENUE RESIDENCES,1223000,2525,1 Jul 2021
LEEDON GREEN,1752000,2466,1 Jul 2021
LOFT @ NATHAN,843000,1821,1 Jul 2021
LEEDON GREEN,1745000,2456,1 Jul 2021
BOULEVARD 88,6638500,3738,1 Jul 2021
D'LEEDON,1935000,1649,1 Jul 2021
HOLT RESIDENCES,3300000,1605,1 Jul 2021
JERVOIS REGENCY,1680000,1774,1 Jul 2021
D'LEEDON,2138000,1712,1 Jul 2021
LEEDON GREEN,2608000,2722,1 Jul 2021
LEEDON GREEN,1761000,2479,1 Jul 2021
LEEDON GREEN,1745000,2456,1 Jul 2021
LEEDON GREEN,1547000,2318,1 Jul 2021
BOULEVARD 88,5032000,3832,1 Jul 2021
VALLEY PARK,2150000,1768,1 Jul 2021
D'LEEDON,2100000,1653,1 Jul 2021
LEEDON RESIDENCE,12500000,2657,1 Jul 2021
EWE BOON REGENT,1728000,1672,1 Jul 2021
FOURTH AVENUE RESIDENCES,1148000,2222,1 Jul 2021
THE MONTANA,2080000,1876,1 Jul 2021
PETIT JERVOIS,1735000,2732,1 Jul 2021
TANGLIN PARK,3400000,2120,1 Jul 2021
BOULEVARD 88,6434500,3623,1 Jul 2021
BOULEVARD 88,6706500,3776,1 Jul 2021
MON JERVOIS,3939000,1500,1 Jul 2021
VALLEY PARK,2100000,1894,1 Jul 2021
GLENTREES,4050000,1103,1 Jul 2021
LEEDON 2,2320000,1924,1 Jul 2021
LEEDON GREEN,3850000,2573,1 Jul 2021
LEEDON GREEN,1599000,2396,1 Jul 2021
THE HYDE,1880000,2772,1 Jul 2021
D'LEEDON,1285000,1658,1 Jul 2021
LEEDON RESIDENCE,6398000,2397,1 Jul 2021
ONE JERVOIS,2630000,1986,1 Jul 2021
ST REGIS RESIDENCES SINGAPORE,10500000,2581,1 Jul 2021
NOUVEL 18,5440000,3082,1 Jul 2021
RV RESIDENCES,1875000,2177,1 Jul 2021
ASTRID MEADOWS,4300000,2103,1 Jul 2021
CASABELLA,4200000,1105,1 Jul 2021
FOURTH AVENUE RESIDENCES,2125000,2323,1 Jul 2021
PARK NOVA,14618000,5048,1 Jul 2021
HOLLAND RESIDENCES,3600000,1578,1 Jul 2021
SCULPTURA ARDMORE,13111000,4445,1 Jul 2021
CHATEAU LE FAME,3150000,1508,1 Jul 2021
ARDMORE II,5950000,2940,1 Jul 2021
RV EDGE,858000,1812,1 Jul 2021
VOLARI,2870000,2168,1 Jul 2021
NOUVEL 18,5456000,3448,1 Jul 2021
NOUVEL 18,5488000,3468,1 Jul 2021
RIDGEWOOD,2970000,1339,1 Jul 2021
LEEDON GREEN,3965000,2650,1 Jul 2021
HYLL ON HOLLAND,1525000,2323,1 Jul 2021
GLENTREES,3350000,1957,1 Jul 2021
PROXIMO,2080000,1858,1 Jul 2021
HYLL ON HOLLAND,1680000,2559,1 Jul 2021
BEVERLY HILL,8500000,2250,1 Jul 2021
RV EDGE,750000,2049,1 Jul 2021
MUTIARA CREST,5300000,1331,1 Jul 2021
ROYALGREEN,1995000,2766,1 Jul 2021
THE SERENADE @ HOLLAND,2550000,1338,1 Jul 2021
FIFTY-TWO STEVENS,980000,1858,1 Jul 2021
PARVIS,3380000,1987,1 Jul 2021
THE SIXTH AVENUE RESIDENCES,1830000,1889,1 Jul 2021
CUSCADEN RESIDENCES,2780000,2246,1 Jul 2021
HYLL ON HOLLAND,1750600,2502,1 Jul 2021
RIDGEWOOD,3480000,1547,1 Jul 2021
WILSHIRE RESIDENCES,1208000,2610,1 Jul 2021
KELLOCK LODGE,1520000,1701,1 Jul 2021
HYLL ON HOLLAND,1567100,2600,1 Jul 2021
BALMORAL HILLS,4250000,2309,1 Jul 2021
THE SOLITAIRE,4450000,2057,1 Jul 2021
JEWEL OF BALMORAL,2600000,1932,1 Jul 2021
THE SIXTH AVENUE RESIDENCES,3440000,1258,1 Jul 2021
ARDMORE PARK,9600000,3328,1 Jul 2021
BELMOND GREEN,2228000,2070,1 Jul 2021
3 CUSCADEN,2698000,3686,1 Jul 2021
LEEDON GREEN,3842000,2833,1 Jul 2021
THE LEVELZ,1353000,1676,1 Jul 2021
HYLL ON HOLLAND,1532100,2542,1 Jul 2021
HYLL ON HOLLAND,1519000,2520,1 Jul 2021
HYLL ON HOLLAND,1761100,2479,1 Jul 2021
GRANGE RESIDENCES,6350000,2554,1 Jul 2021
DUKES RESIDENCE,1850000,1998,1 Jul 2021
JUNIPER HILL,3028000,2731,1 Jun 2021
ROYALGREEN,1998000,2770,1 Jun 2021
ONE JERVOIS,3334925,1675,1 Jun 2021
ONE HOLLAND VILLAGE RESIDENCES,1486598,3069,1 Jun 2021
FOURTH AVENUE RESIDENCES,2278000,2351,1 Jun 2021
LEEDON GREEN,1737000,2445,1 Jun 2021
WILSHIRE RESIDENCES,3448000,2715,1 Jun 2021
WILSHIRE RESIDENCES,3595000,2420,1 Jun 2021
LEEDON GREEN,1555000,2330,1 Jun 2021
DUCHESS CREST,2350000,1506,1 Jun 2021
HYLL ON HOLLAND,1643600,2349,1 Jun 2021
HYLL ON HOLLAND,1764600,2522,1 Jun 2021
HYLL ON HOLLAND,1792600,2562,1 Jun 2021
HYLL ON HOLLAND,1691100,2380,1 Jun 2021
HYLL ON HOLLAND,1705100,2400,1 Jun 2021
ONE HOLLAND VILLAGE RESIDENCES,3020000,2751,1 Jun 2021
LEEDON GREEN,1730000,2435,1 Jun 2021
LEEDON GREEN,1225000,2586,1 Jun 2021
LEEDON GREEN,1562000,2341,1 Jun 2021
HYLL ON HOLLAND,1498300,2442,1 Jun 2021
HYLL ON HOLLAND,1512100,2509,1 Jun 2021
HYLL ON HOLLAND,1510300,2647,1 Jun 2021
HYLL ON HOLLAND,1510300,2647,1 Jun 2021
HYLL ON HOLLAND,1588888,2420,1 Jun 2021
HYLL ON HOLLAND,2551900,2419,1 Jun 2021
HYLL ON HOLLAND,2341900,2501,1 Jun 2021
HYLL ON HOLLAND,1696600,2353,1 Jun 2021
HYLL ON HOLLAND,1725000,2465,1 Jun 2021
LEEDON GREEN,1673000,2355,1 Jun 2021
FOURTH AVENUE RESIDENCES,1678000,2362,1 Jun 2021
HYLL ON HOLLAND,1521300,2317,1 Jun 2021
HYLL ON HOLLAND,1629600,2482,1 Jun 2021
HYLL ON HOLLAND,1458400,2419,1 Jun 2021
HYLL ON HOLLAND,1372700,2406,1 Jun 2021
HYLL ON HOLLAND,1533300,2335,1 Jun 2021
HYLL ON HOLLAND,1506200,2294,1 Jun 2021
HYLL ON HOLLAND,1545300,2353,1 Jun 2021
HYLL ON HOLLAND,1653600,2518,1 Jun 2021
HYLL ON HOLLAND,1433800,2513,1 Jun 2021
HYLL ON HOLLAND,1518200,2312,1 Jun 2021
HYLL ON HOLLAND,1557300,2372,1 Jun 2021
HYLL ON HOLLAND,1698200,2586,1 Jun 2021
HYLL ON HOLLAND,1480000,2254,1 Jun 2021
HYLL ON HOLLAND,1542200,2349,1 Jun 2021
HYLL ON HOLLAND,1471700,2399,1 Jun 2021
HYLL ON HOLLAND,2548500,2416,1 Jun 2021
HYLL ON HOLLAND,2668500,2530,1 Jun 2021
HYLL ON HOLLAND,2631900,2495,1 Jun 2021
HYLL ON HOLLAND,1678500,2399,1 Jun 2021
HYLL ON HOLLAND,1661200,2303,1 Jun 2021
HYLL ON HOLLAND,1661500,2375,1 Jun 2021
HYLL ON HOLLAND,1657600,2369,1 Jun 2021
HYLL ON HOLLAND,1689200,2342,1 Jun 2021
HYLL ON HOLLAND,1672605,2391,1 Jun 2021
HYLL ON HOLLAND,1700325,2430,1 Jun 2021
GOODWOOD RESIDENCE,4900000,2488,1 Jun 2021
LEEDON GREEN,2100000,2567,1 Jun 2021
ONE HOLLAND VILLAGE RESIDENCES,2400000,2973,1 Jun 2021
HYLL ON HOLLAND,1380300,2250,1 Jun 2021
HYLL ON HOLLAND,1408700,2296,1 Jun 2021
HYLL ON HOLLAND,1581000,2408,1 Jun 2021
HYLL ON HOLLAND,1382600,2424,1 Jun 2021
HYLL ON HOLLAND,1342700,2354,1 Jun 2021
HYLL ON HOLLAND,1400300,2282,1 Jun 2021
HYLL ON HOLLAND,1418700,2312,1 Jun 2021
HYLL ON HOLLAND,1352700,2371,1 Jun 2021
HYLL ON HOLLAND,1399000,2452,1 Jun 2021
HYLL ON HOLLAND,1362700,2389,1 Jun 2021
HYLL ON HOLLAND,1537000,2341,1 Jun 2021
HYLL ON HOLLAND,1382700,2424,1 Jun 2021
HYLL ON HOLLAND,2100000,2242,1 Jun 2021
HYLL ON HOLLAND,1664600,2379,1 Jun 2021
HYLL ON HOLLAND,1629600,2329,1 Jun 2021
HYLL ON HOLLAND,2100000,2242,1 Jun 2021
HYLL ON HOLLAND,1678600,2399,1 Jun 2021
HYLL ON HOLLAND,1657600,2369,1 Jun 2021
HYLL ON HOLLAND,2177600,2325,1 Jun 2021
HYLL ON HOLLAND,1706600,2439,1 Jun 2021
HYLL ON HOLLAND,1671600,2389,1 Jun 2021
HYLL ON HOLLAND,2194600,2343,1 Jun 2021
HYLL ON HOLLAND,2476000,2347,1 Jun 2021
HYLL ON HOLLAND,1720600,2459,1 Jun 2021
HYLL ON HOLLAND,2516000,2385,1 Jun 2021
HYLL ON HOLLAND,2176400,2324,1 Jun 2021
HYLL ON HOLLAND,2538200,2406,1 Jun 2021
HYLL ON HOLLAND,1599500,2286,1 Jun 2021
HYLL ON HOLLAND,1643600,2349,1 Jun 2021
HYLL ON HOLLAND,1668000,2384,1 Jun 2021
HYLL ON HOLLAND,1680000,2401,1 Jun 2021
HYLL ON HOLLAND,1699600,2429,1 Jun 2021
LEEDON RESIDENCE,15000000,2141,1 Jun 2021
LIEN TOWERS,8400000,1657,1 Jun 2021
VALLEY PARK,2200000,1809,1 Jun 2021
THREE BALMORAL,2250000,1742,1 Jun 2021
DRAYCOTT EIGHT,2300000,1548,1 Jun 2021
DRAYCOTT EIGHT,2380000,2029,1 Jun 2021
HYLL ON HOLLAND,1390300,2266,1 Jun 2021
HYLL ON HOLLAND,1410300,2299,1 Jun 2021
HYLL ON HOLLAND,1428700,2329,1 Jun 2021
HYLL ON HOLLAND,1438700,2345,1 Jun 2021
HYLL ON HOLLAND,1685600,2409,1 Jun 2021
HYLL ON HOLLAND,2498200,2368,1 Jun 2021
HYLL ON HOLLAND,1655500,2366,1 Jun 2021
RIDGEWOOD,2500000,1434,1 Jun 2021
PARK NOVA,13638000,4693,1 Jun 2021
3 CUSCADEN,1904488,4213,1 Jun 2021
D'LEEDON,4000000,1630,1 Jun 2021
LOFT @ NATHAN,846000,1828,1 Jun 2021
FOURTH AVENUE RESIDENCES,2248000,2457,1 Jun 2021
BELMOND GREEN,1850000,1931,1 Jun 2021
THE LEVELZ,1700000,1698,1 Jun 2021
THE PRINCETON,1800000,1656,1 Jun 2021
FIFTH AVENUE CONDOMINIUM,2500000,1858,1 Jun 2021
WILSHIRE RESIDENCES,1225000,2647,1 Jun 2021
D'LEEDON,2400000,1874,1 Jun 2021
3 ORCHARD BY-THE-PARK,6180000,3480,1 Jun 2021
MOOI RESIDENCES,1428000,2369,1 Jun 2021
THE HYDE,3950000,3163,1 Jun 2021
LEEDON GREEN,2799000,2681,1 Jun 2021
LEEDON GREEN,3728000,2749,1 Jun 2021
LEEDON GREEN,1443000,2681,1 Jun 2021
JUNIPER HILL,2228000,2435,1 Jun 2021
THE HYDE,2118000,2733,1 Jun 2021
VOLARI,4600000,1637,1 Jun 2021
NOUVEL 18,4376000,2843,1 Jun 2021
DALVEY COURT,3390000,1551,1 Jun 2021
D'LEEDON,2225000,1723,1 Jun 2021
FOURTH AVENUE RESIDENCES,1665000,2344,1 Jun 2021
NOUVEL 18,3918000,2935,1 Jun 2021
FOURTH AVENUE RESIDENCES,1610000,2266,1 Jun 2021
LEEDON RESIDENCE,6100000,2285,1 Jun 2021
JERVOIS JADE,1650000,1103,1 Jun 2021
3 ORCHARD BY-THE-PARK,7797000,3449,1 Jun 2021
ST REGIS RESIDENCES SINGAPORE,9100000,2335,1 Jun 2021
THE LEGEND,2350000,1629,1 Jun 2021
THE ORANGE GROVE,4900000,2098,1 Jun 2021
HONOLULU TOWER,10800000,1855,1 Jun 2021
CLIVEDEN AT GRANGE,9197420,3237,1 Jun 2021
MOOI RESIDENCES,1368000,2311,1 Jun 2021
FOURTH AVENUE RESIDENCES,2128000,2221,1 Jun 2021
HALLMARK RESIDENCES,3020000,2033,1 Jun 2021
ROYALGREEN,2844000,2669,1 Jun 2021
MONTVIEW,4100000,1336,1 Jun 2021
RV EDGE,780000,1858,1 Jun 2021
LEEDON RESIDENCE,5200000,2440,1 Jun 2021
VALLEY PARK,1590000,1846,1 Jun 2021
MOOI RESIDENCES,1400000,2365,1 Jun 2021
THE NASSIM,12500000,3807,1 Jun 2021
LEEDON GREEN,3833300,2562,1 Jun 2021
LEEDON GREEN,3843300,2569,1 Jun 2021
JUNIPER HILL,1448000,2446,1 Jun 2021
FOURTH AVENUE RESIDENCES,1566000,2425,1 Jun 2021
JEWEL OF BALMORAL,1600000,1956,1 Jun 2021
D'LEEDON,3725000,1518,1 Jun 2021
SCULPTURA ARDMORE,19756800,4200,1 Jun 2021
ARDMORE PARK,8980000,3113,1 Jun 2021
LEEDON GREEN,2840000,2720,1 Jun 2021
PETIT JERVOIS,3030000,2902,1 Jun 2021
JUNIPER HILL,1418000,2395,1 Jun 2021
LEEDON GREEN,2835000,2715,1 Jun 2021
ROYALGREEN,2860000,2684,1 Jun 2021
LEEDON GREEN,3715900,2484,1 Jun 2021
LEEDON GREEN,3812500,2811,1 Jun 2021
ROYALGREEN,2158000,2604,1 Jun 2021
LEEDON GREEN,4138000,2766,1 Jun 2021
ROYALGREEN,1710000,2693,1 Jun 2021
SLOANE RESIDENCES,2500000,3211,1 Jun 2021
LEEDON GREEN,3021000,2893,1 Jun 2021
MILL POINT,1030000,1914,1 Jun 2021
WILSHIRE RESIDENCES,1775100,2425,1 Jun 2021
LEEDON GREEN,1848300,2642,1 Jun 2021
JUNIPER HILL,2488000,2719,1 Jun 2021
THE DRAYCOTT,5100000,1934,1 Jun 2021
THE ASTON,1860000,1678,1 Jun 2021
RESIDENTIAL APARTMENTS,3550000,1975,1 Jun 2021
CUSCADEN RESIDENCES,2680000,2165,1 Jun 2021
HOLLANDSWOOD COURT,1780000,835,1 Jun 2021
LEEDON GREEN,2693500,2502,1 Jun 2021
LOFT @ NATHAN,1368000,1381,1 Jun 2021
LEEDON GREEN,2192800,2680,1 Jun 2021
LEEDON GREEN,3936000,2631,1 Jun 2021
THE SOLITAIRE,2700000,2181,1 Jun 2021
LEEDON RESIDENCE,6268000,2348,1 Jun 2021
THE ORANGE GROVE,4700000,2012,1 Jun 2021
FOURTH AVENUE RESIDENCES,2617000,2360,1 Jun 2021
LEEDON GREEN,4100000,2740,1 Jun 2021
VIZ AT HOLLAND,1750000,1578,1 Jun 2021
38 JERVOIS,1220000,2576,1 Jun 2021
THE MONTANA,1180000,1923,1 Jun 2021
PARVIS,4200000,1806,1 Jun 2021
PARK NOVA,14058000,4837,1 Jun 2021
LEEDON GREEN,3780000,2526,1 Jun 2021
FOURTH AVENUE RESIDENCES,1598000,2320,1 Jun 2021
THE CORNWALL,1960000,1877,1 Jun 2021
TANGLIN REGENCY,1595000,1439,1 Jun 2021
RV RESIDENCES,2520000,1984,1 Jun 2021
THE LOFT,2588888,1808,1 Jun 2021
PALM SPRING,3410000,1821,1 Jun 2021
GOODWOOD RESIDENCE,6500000,2495,1 Jun 2021
CYAN,2550000,2256,1 Jun 2021
D'LEEDON,1530000,1421,1 Jun 2021
THE TESSARINA,2030000,1924,1 Jun 2021
NOUVEL 18,8047000,3250,1 Jun 2021
JERVOIS REGENCY,1570000,1657,1 Jun 2021
LEEDON GREEN,1235000,2608,1 Jun 2021
BOULEVARD VUE,11700000,2664,1 Jun 2021
FOURTH AVENUE RESIDENCES,2608000,2352,1 Jun 2021
FOURTH AVENUE RESIDENCES,2138000,2257,1 Jun 2021
KUM HING COURT,4250000,2615,1 Jun 2021
ONE JERVOIS,3380000,1836,1 Jun 2021
REGENCY PARK,6050000,1905,1 Jun 2021
LEEDON GREEN,2222000,2716,1 Jun 2021
LEEDON GREEN,1228000,2593,1 Jun 2021
MON JERVOIS,4270400,1600,1 Jun 2021
MILL POINT,1768000,1932,1 Jun 2021
ONE HOLLAND VILLAGE RESIDENCES,2883000,2626,1 Jun 2021
DE LENTE,1700000,1645,1 Jun 2021
SPRING GROVE,1750000,1311,1 Jun 2021
BISHOPSGATE RESIDENCES,11200000,3840,1 Jun 2021
DALVEY HAUS,16280000,2960,1 Jun 2021
FOURTH AVENUE RESIDENCES,1148000,2269,1 Jun 2021
LEEDON GREEN,3513800,2591,1 Jun 2021
THE LEVELZ,1620000,1654,1 Jun 2021
NOUVEL 18,9156000,3247,1 Jun 2021
SAGE,11000000,3135,1 May 2021
ROYALGREEN,3957000,2764,1 May 2021
ROYALGREEN,1850000,2772,1 May 2021
FOURTH AVENUE RESIDENCES,1486000,2301,1 May 2021
NOUVEL 18,8000000,3231,1 May 2021
THE CAPRI,1150000,1669,1 May 2021
LEEDON GREEN,2590700,2704,1 May 2021
LEEDON GREEN,2016500,2465,1 May 2021
FOURTH AVENUE RESIDENCES,1660000,2410,1 May 2021
GLENTREES,2330000,1615,1 May 2021
THE CORNWALL,2050000,1963,1 May 2021
THE TRIZON,3160000,1668,1 May 2021
WILSHIRE RESIDENCES,2090400,2624,1 May 2021
ROYALGREEN,1838000,2754,1 May 2021
NASSIM PARK RESIDENCES,14700000,3042,1 May 2021
VOLARI,4800000,2359,1 May 2021
STUDIO 3,1618000,1833,1 May 2021
ARDMORE II,6080000,3004,1 May 2021
D'LEEDON,1230000,1937,1 May 2021
GALLOP GREEN,7540000,2116,1 May 2021
PARK NOVA,14068000,4859,1 May 2021
THE MARBELLA,3000000,1896,1 May 2021
ROYALGREEN,2487000,2687,1 May 2021
VIZ AT HOLLAND,938000,1894,1 May 2021
BALMORAL 8,3530000,1853,1 May 2021
D'LEEDON,1268000,1636,1 May 2021
THE HYDE,4000000,3204,1 May 2021
ROYALGREEN,3923000,2740,1 May 2021
ROYALGREEN,2000000,2773,1 May 2021
ST REGIS RESIDENCES SINGAPORE,4900000,2288,1 May 2021
D'LEEDON,3830000,1727,1 May 2021
POLLEN & BLEU,5100000,1802,1 May 2021
CUSCADEN RESIDENCES,4950000,2383,1 May 2021
THE ARC AT DRAYCOTT,2398888,2122,1 May 2021
BOTANIKA,4900000,1881,1 May 2021
FOURTH AVENUE RESIDENCES,1458000,2258,1 May 2021
SEVEN HOLT ROAD,3150000,1267,1 May 2021
ROBIN SUITES,1030000,2225,1 May 2021
FOURTH AVENUE RESIDENCES,1598000,2249,1 May 2021
PARK NOVA,7109000,4966,1 May 2021
PARK NOVA,17178000,5320,1 May 2021
LEEDON GREEN,1728000,2432,1 May 2021
BELMOND GREEN,2660000,1716,1 May 2021
FOUR SEASONS PARK,19000000,3081,1 May 2021
MON JERVOIS,3069000,1320,1 May 2021
J C DRAYCOTT,1870000,2199,1 May 2021
THE TRESOR,3938000,2032,1 May 2021
QUINTERRA,2116000,1501,1 May 2021
RESIDENTIAL APARTMENTS,6420000,2339,1 May 2021
RV RESIDENCES,850000,2025,1 May 2021
CHIVERTON,2135000,1653,1 May 2021
THE DRAYCOTT,4500000,1713,1 May 2021
THE TRIZON,3255000,1718,1 May 2021
D'LEEDON,2280000,1874,1 May 2021
D'LEEDON,1048000,1650,1 May 2021
HOLLAND RESIDENCES,3050000,1619,1 May 2021
THE TRIZON,1850000,1828,1 May 2021
BOULEVARD 88,6774500,3814,1 May 2021
ONE ROBIN,3300000,1732,1 May 2021
ST MARTIN RESIDENCE,1285000,2211,1 May 2021
THE FORD @ HOLLAND,1100000,1892,1 May 2021
VILLA AZURA,2455000,1531,1 May 2021
FOUR SEASONS PARK,6380000,2822,1 May 2021
FOURTH AVENUE RESIDENCES,2508000,2330,1 May 2021
DRAYCOTT EIGHT,5900000,2061,1 May 2021
VALLEY PARK,1507000,1750,1 May 2021
THE EQUATORIAL,2755000,1828,1 May 2021
DUKES RESIDENCE,1840000,1988,1 May 2021
D'LEEDON,2580000,1598,1 May 2021
FOURTH AVENUE RESIDENCES,1155000,2384,1 May 2021
MILL POINT,1777888,1943,1 May 2021
GOODWOOD RESIDENCE,4900000,2515,1 May 2021
SHANGHAI ONE,950000,1697,1 May 2021
PARK NOVA,14448000,4971,1 May 2021
JERVOIS VIEW,4250000,1717,1 May 2021
LEEDON GREEN,2770000,2653,1 May 2021
FERRELL RESIDENCES,3388888,1841,1 May 2021
SOMMERVILLE PARK,3500000,1796,1 May 2021
LATITUDE,6350000,2295,1 May 2021
ARDMORE II,6250000,3089,1 May 2021
DUCHESS RESIDENCES,2770000,1892,1 May 2021
THE SIXTH AVENUE RESIDENCES,1786000,1844,1 May 2021
VIZ AT HOLLAND,1400000,1711,1 May 2021
D'LEEDON,1710000,1589,1 May 2021
PARK NOVA,6789000,4742,1 May 2021
VOLARI,2910000,2198,1 May 2021
POLLEN & BLEU,1528000,1753,1 May 2021
SLOANE RESIDENCES,4067210,2692,1 May 2021
SLOANE RESIDENCES,3816400,2937,1 May 2021
NATHAN PLACE,2120000,1876,1 May 2021
PARK NOVA,6880000,4806,1 May 2021
DORMER PARK,4050000,1726,1 May 2021
REGENCY LODGE,2140000,1671,1 May 2021
LEEDON GREEN,3900000,2607,1 May 2021
RICH MANSIONS,3015000,1708,1 May 2021
THE MERCURY,1280000,2016,1 May 2021
SPRING GROVE,1650000,1631,1 May 2021
THE CORNWALL,1400000,1586,1 May 2021
JERVOIS REGENCY,1560000,1575,1 May 2021
URBAN EDGE @ HOLLAND V,1725000,1781,1 May 2021
RESIDENTIAL APARTMENTS,6680000,2405,1 May 2021
THE TRIZON,2068000,1731,1 May 2021
DYNASTY LODGE,2558000,1358,1 May 2021
D'LEEDON,1370000,1744,1 May 2021
ONE JERVOIS,1950000,1969,1 May 2021
PARK NOVA,14588000,5019,1 May 2021
LEEDON GREEN,1699700,2393,1 May 2021
PARVIS,4150000,2084,1 May 2021
PARK NOVA,14458000,4993,1 May 2021
PARK NOVA,14768000,5081,1 May 2021
PARK NOVA,34438000,5838,1 May 2021
PARK NOVA,26026000,5784,1 May 2021
DUCHESS MANOR,1695000,2100,1 May 2021
LEEDON GREEN,2783000,2665,1 May 2021
VERDURE,1730000,1826,1 May 2021
SOMMERVILLE PARK,2268000,1741,1 May 2021
D'LEEDON,2000000,1498,1 May 2021
RESIDENTIAL APARTMENTS,7000000,1817,1 May 2021
D'LEEDON,2400000,1627,1 May 2021
VALLEY PARK,3300000,1940,1 May 2021
D'LEEDON,1930000,1601,1 May 2021
GRANGE 1866,2216100,2674,1 May 2021
HOLLAND RESIDENCES,1320000,2190,1 May 2021
CLIFTEN,2150000,1816,1 May 2021
RESIDENTIAL APARTMENTS,2400000,2103,1 May 2021
D'LEEDON,2100000,1653,1 May 2021
LES MAISONS NASSIM,39000000,5930,1 May 2021
PALM SPRING,2850000,1919,1 May 2021
SIXTH AVENUE VILLE,3100000,1516,1 May 2021
DUCHESS CREST,2650000,1407,1 May 2021
D'LEEDON,2050000,1454,1 May 2021
LUTHERAN TOWERS,1860000,971,1 May 2021
D'LEEDON,1370000,1744,1 May 2021
15 HOLLAND HILL,5531071,2970,1 May 2021
LUTHERAN TOWERS,1800000,939,1 May 2021
VIZ AT HOLLAND,1790000,1615,1 May 2021
FOURTH AVENUE RESIDENCES,2766000,2471,1 May 2021
THE SIXTH AVENUE RESIDENCES,1960000,1493,1 May 2021
NATHAN RESIDENCES,1200000,1429,1 May 2021
THE SERENADE @ HOLLAND,2525000,1325,1 May 2021
THE TRIZON,3430000,1547,1 May 2021
ROYALGREEN,3560000,2827,1 May 2021
PARVIS,3883000,1939,1 May 2021
THE CORNWALL,1945000,1863,1 May 2021
THE TRESOR,2108000,2083,1 May 2021
SIXTH AVENUE VILLE,2320000,1874,1 May 2021
FOURTH AVENUE RESIDENCES,1203000,2484,1 May 2021
MOOI RESIDENCES,1380000,2331,1 May 2021
ROYALGREEN,1895000,2751,1 May 2021
FOURTH AVENUE RESIDENCES,2255000,2465,1 May 2021
JUNIPER HILL,2188000,2391,1 May 2021
BOULEVARD 88,6349500,3575,1 May 2021
BOULEVARD 88,6382700,3594,1 May 2021
NOUVEL 18,7713000,3115,1 Apr 2021
ROYALGREEN,4058000,2835,1 Apr 2021
LEEDON GREEN,1917000,2740,1 Apr 2021
LEEDON GREEN,1790000,2520,1 Apr 2021
FOURTH AVENUE RESIDENCES,1688000,2376,1 Apr 2021
FOURTH AVENUE RESIDENCES,1600000,2477,1 Apr 2021
THE SERENADE @ HOLLAND,2250000,1259,1 Apr 2021
ASTRID MEADOWS,2500000,1814,1 Apr 2021
LOFT @ STEVENS,880000,2151,1 Apr 2021
ALLSWORTH PARK,3380000,1725,1 Apr 2021
DUCHESS RESIDENCES,2778888,1898,1 Apr 2021
LEEDON GREEN,3640000,2684,1 Apr 2021
TANGLIN REGENCY,1550000,1398,1 Apr 2021
ROYALGREEN,2177000,2809,1 Apr 2021
LOFT @ NATHAN,775000,2000,1 Apr 2021
JERVOIS REGENCY,1880000,1480,1 Apr 2021
GLENTREES,2160000,1498,1 Apr 2021
SPRING GROVE,2145000,1545,1 Apr 2021
STEVENS SUITES,2100000,1858,1 Apr 2021
LEEDON GREEN,3717000,2484,1 Apr 2021
THE MARBELLA,2560000,1736,1 Apr 2021
FOURTH AVENUE RESIDENCES,1168000,2261,1 Apr 2021
BOULEVARD 88,6437000,3624,1 Apr 2021
GOODWOOD RESIDENCE,7150000,2442,1 Apr 2021
ONE JERVOIS,1860000,1878,1 Apr 2021
THE LEVELZ,1310000,1667,1 Apr 2021
D'LEEDON,2880000,1602,1 Apr 2021
THE TRIZON,2050000,1716,1 Apr 2021
NOUVEL 18,5316000,3166,1 Apr 2021
WILSHIRE RESIDENCES,1756450,2400,1 Apr 2021
CLIFTEN,2100000,1774,1 Apr 2021
BOTANIC GARDENS VIEW,3335000,2365,1 Apr 2021
RESIDENTIAL APARTMENTS,6800000,1755,1 Apr 2021
THE TRIZON,1850000,1772,1 Apr 2021
FOURTH AVENUE RESIDENCES,1198000,2368,1 Apr 2021
WILSHIRE RESIDENCES,1549750,2400,1 Apr 2021
WILSHIRE RESIDENCES,1549750,2400,1 Apr 2021
LEEDON GREEN,1485000,2759,1 Apr 2021
PARVIS,3300000,1940,1 Apr 2021
ST MARTIN RESIDENCE,2900000,2363,1 Apr 2021
SPRING GROVE,1560000,1542,1 Apr 2021
SOMMERVILLE PARK,2390000,1835,1 Apr 2021
SOMMERVILLE PARK,2400000,1843,1 Apr 2021
BALMORAL 8,3700000,2010,1 Apr 2021
CUSCADEN RESIDENCES,3490000,2349,1 Apr 2021
ST REGIS RESIDENCES SINGAPORE,5200000,2415,1 Apr 2021
THE SIENA,1490000,1648,1 Apr 2021
FOURTH AVENUE RESIDENCES,1148000,2269,1 Apr 2021
FOURTH AVENUE RESIDENCES,2078000,2194,1 Apr 2021
ONE HOLLAND VILLAGE RESIDENCES,1908000,2395,1 Apr 2021
FOURTH AVENUE RESIDENCES,1738000,2446,1 Apr 2021
ROYALGREEN,2900000,2721,1 Apr 2021
LEEDON GREEN,3620000,2669,1 Apr 2021
JUNIPER HILL,1933000,2680,1 Apr 2021
JUNIPER HILL,5080000,2697,1 Apr 2021
FOURTH AVENUE RESIDENCES,1488000,2304,1 Apr 2021
