Project_Name,Transacted_Price,Unit_Price,Sale_Date
THE AVENIR,6642400,3214,1 Jul 2020
KOPAR AT NEWTON,4417000,2428,1 Jul 2020
RIVERGATE,3903900,2310,1 Jul 2020
THE ORCHARD RESIDENCES,6550000,3622,1 Jul 2020
PARC EMILY,1045000,1904,1 Jul 2020
KOPAR AT NEWTON,2398000,2184,1 Jul 2020
KOPAR AT NEWTON,1995000,2180,1 Jul 2020
URBANA,5400000,1672,1 Jul 2020
THE CLAYMORE,7500000,2798,1 Jul 2020
8 SAINT THOMAS,2600000,2490,1 Jul 2020
ATTITUDE AT KIM YAM,720000,1967,1 Jul 2020
KOPAR AT NEWTON,1565000,2551,1 Jul 2020
KOPAR AT NEWTON,1519000,2476,1 Jul 2020
VIDA,1700000,1974,1 Jul 2020
8 SAINT THOMAS,3538000,2716,1 Jul 2020
8 SAINT THOMAS,4700000,2781,1 Jul 2020
VISIONCREST,1888888,2040,1 Jul 2020
MIRAGE TOWER,1150000,2016,1 Jul 2020
KOPAR AT NEWTON,1693000,2458,1 Jul 2020
KOPAR AT NEWTON,1509000,2459,1 Jul 2020
KOPAR AT NEWTON,2091000,2285,1 Jul 2020
RIVERIA GARDENS,1875000,1935,1 Jul 2020
MACKENZIE 138,1200000,1486,1 Jul 2020
KOPAR AT NEWTON,1681000,2440,1 Jul 2020
KOPAR AT NEWTON,2040000,2230,1 Jul 2020
THE AVENIR,4577055,2994,1 Jul 2020
TOWNHOUSE APARTMENTS,2600000,875,1 Jul 2020
KOPAR AT NEWTON,1242000,2404,1 Jul 2020
MARTIN MODERN,1982000,2579,1 Jul 2020
KOPAR AT NEWTON,2383000,2259,1 Jul 2020
KOPAR AT NEWTON,1722000,2500,1 Jul 2020
8 SAINT THOMAS,2750000,2689,1 Jul 2020
8 SAINT THOMAS,2780000,2663,1 Jul 2020
TIARA,2800000,1858,1 Jul 2020
KOPAR AT NEWTON,2240000,2123,1 Jul 2020
KOPAR AT NEWTON,2164000,2259,1 Jul 2020
8 SAINT THOMAS,3485000,2676,1 Jul 2020
KOPAR AT NEWTON,2179000,2275,1 Jul 2020
HORIZON TOWERS,3200000,1321,1 Jul 2020
KIM SIA COURT,1920000,1802,1 Jul 2020
ORCHARD SCOTTS,3460000,1657,1 Jul 2020
KOPAR AT NEWTON,1678000,2436,1 Jun 2020
KOPAR AT NEWTON,3481000,2170,1 Jun 2020
KOPAR AT NEWTON,1616000,2346,1 Jun 2020
RESIDENCES AT 338A,1960000,1493,1 Jun 2020
8 SAINT THOMAS,1620000,3202,1 Jun 2020
8 SAINT THOMAS,3600000,2764,1 Jun 2020
THE VERMONT ON CAIRNHILL,1850000,2022,1 Jun 2020
RV ALTITUDE,1668000,2924,1 Jun 2020
KOPAR AT NEWTON,2513000,2289,1 Jun 2020
KOPAR AT NEWTON,1507000,2456,1 Jun 2020
8 SAINT THOMAS,3400000,2610,1 Jun 2020
8 SAINT THOMAS,3080000,2674,1 Jun 2020
8 SAINT THOMAS,4600000,2638,1 Jun 2020
LA CRYSTAL,1920000,1820,1 Jun 2020
CAVENAGH GARDENS,1510000,1253,1 Jun 2020
KOPAR AT NEWTON,1669000,2423,1 Jun 2020
KOPAR AT NEWTON,1666000,2418,1 Jun 2020
8 SAINT THOMAS,2330000,2672,1 Jun 2020
8 SAINT THOMAS,2680000,3074,1 Jun 2020
8 SAINT THOMAS,3430000,2634,1 Jun 2020
8 SAINT THOMAS,3600000,2764,1 Jun 2020
8 SAINT THOMAS,2350000,2695,1 Jun 2020
8 SAINT THOMAS,3330000,2557,1 Jun 2020
TOWNHOUSE APARTMENTS,1795000,838,1 Jun 2020
KOPAR AT NEWTON,2353000,2231,1 Jun 2020
CAVENAGH GARDENS,1848000,1192,1 Jun 2020
KOPAR AT NEWTON,1980000,2164,1 Jun 2020
8 SAINT THOMAS,2140000,2651,1 Jun 2020
THE AVENIR,8100000,3359,1 Jun 2020
ROBERTSON EDGE,1128000,1637,1 Jun 2020
KOPAR AT NEWTON,1553000,2531,1 Jun 2020
KOPAR AT NEWTON,1483000,2417,1 Jun 2020
KOPAR AT NEWTON,2307000,2408,1 Jun 2020
KOPAR AT NEWTON,2413000,2198,1 Jun 2020
MARTIN MODERN,2065000,2702,1 Jun 2020
MARTIN MODERN,2048000,2680,1 Jun 2020
MARTIN MODERN,2069000,2707,1 Jun 2020
KOPAR AT NEWTON,3680000,2310,1 Jun 2020
8 SAINT THOMAS,3600000,2764,1 Jun 2020
OUE TWIN PEAKS,3400000,2430,1 Jun 2020
ORCHARD SCOTTS,3100000,1391,1 Jun 2020
8 SAINT THOMAS,2500000,2867,1 Jun 2020
THE ABODE AT DEVONSHIRE,1775000,1754,1 Jun 2020
ORCHARD SCOTTS,3250000,1424,1 Jun 2020
CAIRNHILL CREST,1550000,1895,1 Jun 2020
THE LAURELS,3300000,2534,1 Jun 2020
KOPAR AT NEWTON,1612000,2340,1 Jun 2020
8 SAINT THOMAS,1400000,2767,1 Jun 2020
MARTIN MODERN,2059300,2565,1 Jun 2020
YONG AN PARK,10100000,1509,1 Jun 2020
MARTIN MODERN,1986000,2599,1 Jun 2020
KOPAR AT NEWTON,1627000,2362,1 Jun 2020
CAIRNHILL CREST,2400000,1991,1 Jun 2020
KOPAR AT NEWTON,1269000,2456,1 Jun 2020
KOPAR AT NEWTON,1510000,2461,1 Jun 2020
KOPAR AT NEWTON,1495000,2437,1 Jun 2020
MARTIN MODERN,2064700,2702,1 Jun 2020
UE SQUARE,2500000,1636,1 Jun 2020
KOPAR AT NEWTON,1615000,2344,1 Jun 2020
KOPAR AT NEWTON,1698000,2465,1 Jun 2020
THE PIER AT ROBERTSON,1370000,1845,1 Jun 2020
MARTIN MODERN,2085000,2599,1 Jun 2020
KOPAR AT NEWTON,1654000,2401,1 Jun 2020
MARTIN MODERN,2070000,2579,1 May 2020
KOPAR AT NEWTON,1098000,2125,1 May 2020
MARTIN MODERN,2159300,2811,1 May 2020
KOPAR AT NEWTON,2255000,2138,1 May 2020
KOPAR AT NEWTON,1609000,2336,1 May 2020
KOPAR AT NEWTON,1657000,2405,1 May 2020
8 @ MOUNT SOPHIA,2620000,1049,1 May 2020
KOPAR AT NEWTON,2270000,2152,1 May 2020
SCOTTS HIGHPARK,3650000,2093,1 May 2020
HILLTOPS,4375000,2746,1 May 2020
MARTIN MODERN,2080700,2593,1 May 2020
KOPAR AT NEWTON,2038000,2127,1 May 2020
VIDA,1130000,2142,1 May 2020
KOPAR AT NEWTON,1603000,2327,1 May 2020
KOPAR AT NEWTON,1600000,2323,1 May 2020
MARTIN MODERN,1993100,2608,1 May 2020
PARC CENTENNIAL,1700000,1361,1 May 2020
THE ORCHARD RESIDENCES,6580000,3026,1 May 2020
VISIONCREST,1700000,1858,1 May 2020
ILLUMINAIRE ON DEVONSHIRE,1380000,2173,1 May 2020
KOPAR AT NEWTON,7880000,2385,1 May 2020
WATERMARK ROBERTSON QUAY,3010000,1571,1 May 2020
LEONIE PARC VIEW,4428000,2200,1 May 2020
THE ORCHARD RESIDENCES,9650000,3383,1 May 2020
KOPAR AT NEWTON,1576000,2288,1 May 2020
KOPAR AT NEWTON,1597000,2318,1 May 2020
KOPAR AT NEWTON,1569000,2278,1 May 2020
KOPAR AT NEWTON,1591000,2309,1 May 2020
KOPAR AT NEWTON,1564000,2270,1 May 2020
KOPAR AT NEWTON,1552000,2253,1 Apr 2020
KOPAR AT NEWTON,1548000,2247,1 Apr 2020
HILLTOPS,8414000,2928,1 Apr 2020
KOPAR AT NEWTON,1573000,2283,1 Apr 2020
KOPAR AT NEWTON,2300000,2180,1 Apr 2020
KOPAR AT NEWTON,1447000,2358,1 Apr 2020
THE ORCHARD RESIDENCES,5750000,2644,1 Apr 2020
THE ORCHARD RESIDENCES,5750000,2644,1 Apr 2020
KOPAR AT NEWTON,1222000,2365,1 Apr 2020
PATERSON LINC,1750000,2139,1 Apr 2020
SCOTTS SQUARE,3400000,3589,1 Apr 2020
MARTIN MODERN,2900000,2072,1 Apr 2020
CAIRNHILL NINE,4050000,2650,1 Apr 2020
KOPAR AT NEWTON,1710000,2482,1 Apr 2020
THE CLAYMORE,17000000,3456,1 Apr 2020
KOPAR AT NEWTON,1201830,2326,1 Apr 2020
BELLE VUE RESIDENCES,3250000,1431,1 Apr 2020
KOPAR AT NEWTON,1158000,2241,1 Apr 2020
KOPAR AT NEWTON,2134000,2228,1 Apr 2020
KOPAR AT NEWTON,2055000,2246,1 Apr 2020
MIRAGE TOWER,1090000,1911,1 Apr 2020
ONE DEVONSHIRE,3050000,2039,1 Apr 2020
LEONIE PARC VIEW,4170000,2072,1 Apr 2020
ASPEN HEIGHTS,1520000,1722,1 Apr 2020
KOPAR AT NEWTON,1128000,2183,1 Apr 2020
KOPAR AT NEWTON,1178000,2280,1 Apr 2020
KOPAR AT NEWTON,1188000,2299,1 Apr 2020
KOPAR AT NEWTON,1498000,2174,1 Apr 2020
MARTIN MODERN,1983000,2595,1 Apr 2020
KOPAR AT NEWTON,1435000,2083,1 Apr 2020
KOPAR AT NEWTON,1128000,2183,1 Apr 2020
KOPAR AT NEWTON,1435000,2083,1 Apr 2020
KOPAR AT NEWTON,1098000,2125,1 Apr 2020
KOPAR AT NEWTON,2008000,2096,1 Apr 2020
KOPAR AT NEWTON,2225000,2109,1 Apr 2020
KOPAR AT NEWTON,1447000,2100,1 Apr 2020
KOPAR AT NEWTON,1462000,2122,1 Apr 2020
KOPAR AT NEWTON,1471000,2135,1 Apr 2020
KOPAR AT NEWTON,1168000,2261,1 Apr 2020
KOPAR AT NEWTON,1168000,2261,1 Apr 2020
KOPAR AT NEWTON,2068000,2159,1 Apr 2020
KOPAR AT NEWTON,1474000,2140,1 Apr 2020
KOPAR AT NEWTON,1483000,2153,1 Apr 2020
KOPAR AT NEWTON,1178000,2280,1 Apr 2020
KOPAR AT NEWTON,2083000,2174,1 Apr 2020
KOPAR AT NEWTON,1486000,2157,1 Apr 2020
KOPAR AT NEWTON,1450150,2105,1 Apr 2020
KOPAR AT NEWTON,1188000,2299,1 Apr 2020
KOPAR AT NEWTON,2098000,2190,1 Apr 2020
KOPAR AT NEWTON,2338000,2216,1 Apr 2020
KOPAR AT NEWTON,1540000,2235,1 Apr 2020
KOPAR AT NEWTON,1549000,2249,1 Apr 2020
KOPAR AT NEWTON,1232000,2384,1 Apr 2020
KOPAR AT NEWTON,1585000,2301,1 Apr 2020
KOPAR AT NEWTON,1251000,2421,1 Apr 2020
KOPAR AT NEWTON,1500000,2177,1 Apr 2020
KOPAR AT NEWTON,1450000,2363,1 Apr 2020
KOPAR AT NEWTON,1229000,2379,1 Apr 2020
KOPAR AT NEWTON,1488000,2160,1 Apr 2020
KOPAR AT NEWTON,1358000,2213,1 Apr 2020
KOPAR AT NEWTON,1462000,2383,1 Apr 2020
KOPAR AT NEWTON,1500000,2177,1 Apr 2020
KOPAR AT NEWTON,1370000,2233,1 Apr 2020
KOPAR AT NEWTON,1474000,2402,1 Apr 2020
KOPAR AT NEWTON,1593000,2312,1 Apr 2020
KOPAR AT NEWTON,1512000,2195,1 Apr 2020
KOPAR AT NEWTON,1382000,2252,1 Apr 2020
KOPAR AT NEWTON,2443000,2225,1 Apr 2020
KOPAR AT NEWTON,1486000,2422,1 Apr 2020
KOPAR AT NEWTON,1605000,2330,1 Apr 2020
KOPAR AT NEWTON,1524000,2212,1 Apr 2020
KOPAR AT NEWTON,1394000,2272,1 Apr 2020
KOPAR AT NEWTON,1617000,2347,1 Apr 2020
KOPAR AT NEWTON,1406000,2292,1 Apr 2020
KOPAR AT NEWTON,2473000,2252,1 Apr 2020
KOPAR AT NEWTON,1629000,2365,1 Apr 2020
KOPAR AT NEWTON,1674000,2430,1 Apr 2020
KOPAR AT NEWTON,1459000,2378,1 Apr 2020
KOPAR AT NEWTON,1686000,2447,1 Apr 2020
KOPAR AT NEWTON,1471000,2398,1 Apr 2020
ONE OXLEY RISE,1500000,2080,1 Apr 2020
ATTITUDE AT KIM YAM,1200000,1742,1 Apr 2020
PATERSON RESIDENCE,3550000,2142,1 Apr 2020
CITYVISTA RESIDENCES,4713800,1795,1 Apr 2020
RESIDENTIAL APARTMENTS,1900000,1619,1 Mar 2020
UE SQUARE,2480000,1623,1 Mar 2020
SOPHIA RESIDENCE,3390000,1658,1 Mar 2020
HELIOS RESIDENCES,2720000,2123,1 Mar 2020
WATERSCAPE AT CAVENAGH,2550000,1836,1 Mar 2020
THE VERMONT ON CAIRNHILL,2800000,2098,1 Mar 2020
UE SQUARE,2700000,1730,1 Mar 2020
EBER GARDENS,2800000,1636,1 Mar 2020
RESIDENCES @ KILLINEY,2080000,1972,1 Mar 2020
EMERALD HILL CONSERVATION AREA,2850000,1708,1 Mar 2020
THE PIER AT ROBERTSON,1450000,1924,1 Mar 2020
CAVENAGH HOUSE,2620000,1634,1 Mar 2020
THE RITZ-CARLTON RESIDENCES SINGAPORE CAIRNHILL,10388000,3669,1 Mar 2020
VISIONCREST,2020000,1822,1 Mar 2020
ELIZABETH HEIGHTS,4500000,1802,1 Mar 2020
THE AVENIR,1600000,2973,1 Mar 2020
LEONIE SUITES,1050000,1524,1 Mar 2020
8 SAINT THOMAS,2610000,3233,1 Mar 2020
VIDA,1155000,2190,1 Mar 2020
MARTIN MODERN,3875000,2727,1 Mar 2020
THE RITZ-CARLTON RESIDENCES SINGAPORE CAIRNHILL,10500000,3435,1 Mar 2020
8 @ MOUNT SOPHIA,1370000,1591,1 Mar 2020
8 SAINT THOMAS,2350000,2911,1 Mar 2020
PARC MACKENZIE,1400000,1646,1 Mar 2020
HAUS ON HANDY,1369600,2892,1 Mar 2020
THE LAURELS,3500000,1817,1 Mar 2020
SCOTTS HIGHPARK,2250000,1972,1 Mar 2020
MARTIN MODERN,2290000,2996,1 Feb 2020
HILLTOPS,3600000,2883,1 Feb 2020
THE COSMOPOLITAN,3188000,2408,1 Feb 2020
SOPHIA RESIDENCE,2400000,1098,1 Feb 2020
KIM SIA COURT,2399000,1688,1 Feb 2020
RIVERGATE,3450000,2306,1 Feb 2020
THE WHARF RESIDENCE,4605000,2087,1 Feb 2020
SKYLINE 360 @ SAINT THOMAS WALK,4750000,2229,1 Feb 2020
THE IMPERIAL,3254400,2400,1 Feb 2020
MARTIN MODERN,4673100,2697,1 Feb 2020
8 SAINT THOMAS,1530000,3024,1 Feb 2020
LUMA,1685000,1864,1 Feb 2020
NEW FUTURA,6800000,3716,1 Feb 2020
111 EMERALD HILL,5406000,2549,1 Feb 2020
MOUNT SOPHIA SUITES,728000,1537,1 Feb 2020
WATERMARK ROBERTSON QUAY,2140000,1988,1 Feb 2020
VALLEY MANSION,1800000,1578,1 Feb 2020
MIRAGE TOWER,2360000,1726,1 Feb 2020
THE CENTREPOINT,3050502,2600,1 Feb 2020
RIVERGATE,4042000,2318,1 Feb 2020
HILLTOPS,5430000,3133,1 Feb 2020
HORIZON TOWERS,3580000,1386,1 Feb 2020
MARTIN MODERN,2017000,2639,1 Feb 2020
MARTIN MODERN,2020000,2643,1 Feb 2020
THE LIGHT @ CAIRNHILL,4000000,1987,1 Feb 2020
SKYLINE 360 @ SAINT THOMAS WALK,3780000,2181,1 Feb 2020
PATERSON SUITES,5570000,2512,1 Feb 2020
BELLE VUE RESIDENCES,3980000,1946,1 Feb 2020
MOUNT SOPHIA SUITES,805000,1870,1 Feb 2020
VIVACE,1150000,2016,1 Feb 2020
STARLIGHT SUITES,1850000,1754,1 Feb 2020
RIVERGATE,3385000,2246,1 Feb 2020
CAVENAGH HOUSE,2550000,1590,1 Feb 2020
THE RITZ-CARLTON RESIDENCES SINGAPORE CAIRNHILL,10140000,3582,1 Feb 2020
THE RITZ-CARLTON RESIDENCES SINGAPORE CAIRNHILL,10140000,3582,1 Feb 2020
WATERMARK ROBERTSON QUAY,3065600,1600,1 Feb 2020
8 SAINT THOMAS,2900000,2836,1 Feb 2020
THE LAURELS,3300000,2534,1 Feb 2020
RV ALTITUDE,1598000,2801,1 Jan 2020
TOWNHOUSE APARTMENTS,2600000,857,1 Jan 2020
THE AVENIR,8392000,3481,1 Jan 2020
RIVERGATE,3250000,2126,1 Jan 2020
HILLTOPS,5532000,3041,1 Jan 2020
KILLINEY 118,1120000,1963,1 Jan 2020
MARTIN MODERN,1986100,2599,1 Jan 2020
8 SAINT THOMAS,3908000,3001,1 Jan 2020
8 SAINT THOMAS,2468000,3057,1 Jan 2020
8 SAINT THOMAS,4060000,3117,1 Jan 2020
LEONIE SUITES,1780000,1901,1 Jan 2020
THE METZ,1278000,2199,1 Jan 2020
PARC SOPHIA,1070000,1603,1 Jan 2020
OUE TWIN PEAKS,3500000,2182,1 Jan 2020
HORIZON TOWERS,3420000,1308,1 Jan 2020
PARC SOPHIA,1065000,1596,1 Jan 2020
THE AVENIR,8426000,3495,1 Jan 2020
YONG AN PARK,2430000,2376,1 Jan 2020
THE IMPERIAL,6200000,1756,1 Jan 2020
ELIZABETH HEIGHTS,4350000,1742,1 Jan 2020
THE AVENIR,2484000,2997,1 Jan 2020
RIVERGATE,3850000,2235,1 Jan 2020
HAUS ON HANDY,2820800,2880,1 Jan 2020
MARTIN MODERN,1985000,2597,1 Jan 2020
WATERFORD RESIDENCE,1680000,1715,1 Jan 2020
SOPHIA RESIDENCE,3480000,1298,1 Jan 2020
JIA,2150000,802,1 Jan 2020
THE SUITES AT CENTRAL,3425000,2375,1 Jan 2020
THE AVENIR,8324000,3452,1 Jan 2020
8 SAINT THOMAS,9000000,3716,1 Jan 2020
THE LAURELS,1350000,2459,1 Jan 2020
CAVENAGH GARDENS,1800000,1161,1 Jan 2020
ESPADA,1190000,2126,1 Jan 2020
THE LAURELS,4200000,2309,1 Jan 2020
NOMU,2200000,1984,1 Jan 2020
MACKENZIE REGENCY,1438000,1323,1 Jan 2020
URBAN RESORT CONDOMINIUM,6050000,2372,1 Jan 2020
8 SAINT THOMAS,2748000,3152,1 Jan 2020
8 SAINT THOMAS,2803000,3215,1 Jan 2020
ONE DEVONSHIRE,2800000,2343,1 Jan 2020
HOCK MANSION,2180000,1350,1 Jan 2020
MARTIN NO 38,3480000,2607,1 Jan 2020
THE AVENIR,2510000,3028,1 Jan 2020
THE AVENIR,4809000,3060,1 Jan 2020
THE AVENIR,7814000,3241,1 Jan 2020
THE AVENIR,5337000,3396,1 Jan 2020
THE AVENIR,8256000,3424,1 Jan 2020
THE AVENIR,7073000,3422,1 Jan 2020
THE AVENIR,7154000,3462,1 Jan 2020
RV ALTITUDE,1371000,3107,1 Jan 2020
THE AVENIR,2497000,3013,1 Jan 2020
THE AVENIR,3451000,3025,1 Jan 2020
THE AVENIR,3577000,3135,1 Jan 2020
THE AVENIR,4839000,3166,1 Jan 2020
THE AVENIR,2692000,3248,1 Jan 2020
THE AVENIR,1880000,3564,1 Jan 2020
RV ALTITUDE,1614000,2829,1 Jan 2020
RV ALTITUDE,1695000,2971,1 Jan 2020
THE LAURELS,1350000,2459,1 Jan 2020
THE CENTREPOINT,1900000,2558,1 Jan 2020
THE CENTREPOINT,1900000,2558,1 Jan 2020
THE WHARF RESIDENCE,2120000,2095,1 Jan 2020
TWENTYONE ANGULLIA PARK,11588000,3674,1 Jan 2020
ST THOMAS SUITES,4100000,2037,1 Jan 2020
RV ALTITUDE,1585000,2778,1 Jan 2020
HAUS ON HANDY,1962400,2894,1 Jan 2020
ASPEN HEIGHTS,2750000,1738,1 Jan 2020
VIVACE,780000,1958,1 Dec 2019
THE COSMOPOLITAN,3400000,2430,1 Dec 2019
LEONIE GARDENS,3700000,1457,1 Dec 2019
RIVERGATE,3728888,2100,1 Dec 2019
ESPADA,1000000,2654,1 Dec 2019
CASA SOPHIA,29000000,1888,1 Dec 2019
THE ORCHARD RESIDENCES,5800000,3207,1 Dec 2019
SKYLINE 360 @ SAINT THOMAS WALK,4450000,2088,1 Dec 2019
THE VERMONT ON CAIRNHILL,1940000,2171,1 Dec 2019
HAUS ON HANDY,1492800,2889,1 Dec 2019
TWENTYONE ANGULLIA PARK,11100000,3520,1 Dec 2019
PARC EMILY,1620000,1710,1 Dec 2019
OXLEY EDGE,850000,2134,1 Dec 2019
THE IMPERIAL,3616000,2000,1 Dec 2019
KIM SIA COURT,2700000,1900,1 Dec 2019
PARC EMILY,1640000,1814,1 Dec 2019
RIVERGATE,4450000,2131,1 Dec 2019
PARC SOPHIA,1190000,1650,1 Dec 2019
ELIZABETH TOWER,4980000,1701,1 Dec 2019
WILKIE 80,810000,2090,1 Dec 2019
8 SAINT THOMAS,4180000,3209,1 Dec 2019
HILLTOPS,7700000,3124,1 Dec 2019
HILLTOPS,7800000,3164,1 Dec 2019
TWENTYONE ANGULLIA PARK,3980000,3424,1 Dec 2019
8 SAINT THOMAS,5599000,3191,1 Dec 2019
VIDA,1150000,2226,1 Dec 2019
RESIDENCES @ KILLINEY,3415000,2101,1 Dec 2019
EMILY RESIDENCE,945000,1439,1 Dec 2019
UP@ROBERTSON QUAY,1627920,2854,1 Dec 2019
TIARA,2443000,1907,1 Dec 2019
111 EMERALD HILL,5050000,2564,1 Dec 2019
MARTIN MODERN,2040700,2670,1 Dec 2019
MARTIN MODERN,2045000,2676,1 Dec 2019
MARTIN MODERN,2044000,2675,1 Dec 2019
MARTIN MODERN,2060200,2696,1 Dec 2019
MARTIN MODERN,4653000,2685,1 Dec 2019
OXLEY EDGE,808000,2029,1 Dec 2019
CAVENAGH GARDENS,2028000,1308,1 Dec 2019
RICHMOND PARK,2750000,2718,1 Dec 2019
UE SQUARE,1838000,1742,1 Dec 2019
THE QUAYSIDE,2300000,1397,1 Dec 2019
EURO-ASIA COURT,1700000,1595,1 Dec 2019
HOLLYWOOD APARTMENTS,1650000,1666,1 Dec 2019
ORCHARD SCOTTS,3600000,1578,1 Dec 2019
THE WHARF RESIDENCE,4600000,2085,1 Dec 2019
LIV ON SOPHIA,1200000,2275,1 Dec 2019
CAIRNHILL CREST,3810000,2198,1 Dec 2019
MARTIN MODERN,1949800,2551,1 Dec 2019
HIJAUAN,1950000,1948,1 Dec 2019
SCOTTS SQUARE,4680000,3814,1 Dec 2019
THE QUAYSIDE,1850000,1409,1 Dec 2019
SCOTTS HIGHPARK,2180000,1911,1 Dec 2019
PARC CENTENNIAL,1580000,1439,1 Dec 2019
THE WHARF RESIDENCE,2219000,2062,1 Dec 2019
8 SAINT THOMAS,2600000,2982,1 Dec 2019
WILKIE REGENCY,1280000,1416,1 Nov 2019
8 @ MOUNT SOPHIA,1900000,1379,1 Nov 2019
HORIZON TOWERS,3080000,1337,1 Nov 2019
THE RITZ-CARLTON RESIDENCES SINGAPORE CAIRNHILL,9800000,3462,1 Nov 2019
THE RITZ-CARLTON RESIDENCES SINGAPORE CAIRNHILL,9800000,3462,1 Nov 2019
SCOTTS HIGHPARK,3488000,2000,1 Nov 2019
RIVERGATE,4650000,2227,1 Nov 2019
VISIONCREST,1880000,1962,1 Nov 2019
OUE TWIN PEAKS,1340000,2441,1 Nov 2019
SOPHIA RESIDENCE,2950000,1622,1 Nov 2019
THE SUITES AT CENTRAL,3200000,2323,1 Nov 2019
PARC SOPHIA,890000,1621,1 Nov 2019
MARTIN MODERN,2030400,2657,1 Nov 2019
PATERSON SUITES,5050000,2311,1 Nov 2019
TOWNHOUSE APARTMENTS,2118000,886,1 Nov 2019
VIDA,1644800,1910,1 Nov 2019
HELIOS RESIDENCES,2950000,2303,1 Nov 2019
MARTIN MODERN,3845000,2706,1 Nov 2019
ST THOMAS SUITES,5280000,2027,1 Nov 2019
THE CENTREPOINT,3000000,2557,1 Nov 2019
MIRAGE TOWER,2250000,1646,1 Nov 2019
PATERSON RESIDENCE,3630000,2426,1 Nov 2019
THE METZ,2500000,2346,1 Nov 2019
THE IVERIA,2442000,2578,1 Nov 2019
LUCKY PLAZA,2850000,1731,1 Nov 2019
CAIRNHILL CREST,4610000,1838,1 Nov 2019
MIRAGE TOWER,2932800,1682,1 Nov 2019
THE METZ,1400000,2409,1 Nov 2019
THE PATERSON,4520000,1603,1 Nov 2019
ST THOMAS SUITES,3780000,2078,1 Nov 2019
SCOTTS SQUARE,4390000,3516,1 Nov 2019
THE PIER AT ROBERTSON,1470000,2008,1 Nov 2019
8 SAINT THOMAS,1400000,3172,1 Nov 2019
RIVERGATE,3400000,2209,1 Nov 2019
LUMA,1650000,1825,1 Nov 2019
BELLE VUE RESIDENCES,3850000,1913,1 Nov 2019
THE LIGHT @ CAIRNHILL,4600000,1883,1 Nov 2019
THE PATERSON EDGE,1928000,2296,1 Nov 2019
HAUS ON HANDY,1808800,2897,1 Nov 2019
WILKIE 48,1868000,1446,1 Nov 2019
TRIBECA,3618250,2050,1 Nov 2019
HILLTOPS,25080000,3245,1 Nov 2019
EMILY RESIDENCE,1610000,1644,1 Nov 2019
THE IVERIA,2392000,2525,1 Nov 2019
THE IVERIA,2472000,2610,1 Nov 2019
THE IVERIA,2546000,2688,1 Nov 2019
HAUS ON HANDY,1340000,2895,1 Nov 2019
THE IVERIA,2306000,2550,1 Nov 2019
THE IVERIA,2434000,2660,1 Nov 2019
THE IVERIA,2556000,2698,1 Nov 2019
THE IVERIA,2428000,2685,1 Nov 2019
THE IVERIA,2540340,2682,1 Nov 2019
MARTIN MODERN,2152000,2816,1 Nov 2019
CAVENAGH HOUSE,2638000,1612,1 Nov 2019
THE PROMONT,3999000,1987,1 Nov 2019
MARTIN MODERN,4720600,2724,1 Nov 2019
MARTIN MODERN,2049000,2681,1 Nov 2019
MARTIN MODERN,2070600,2709,1 Nov 2019
MARTIN MODERN,2060500,2696,1 Nov 2019
MARTIN MODERN,2082200,2725,1 Nov 2019
MARTIN MODERN,2074800,2715,1 Nov 2019
MARTIN MODERN,2096700,2743,1 Nov 2019
THE BOUTIQ,1100000,2174,1 Nov 2019
THE PIER AT ROBERTSON,1395000,2057,1 Nov 2019
NEWTON EDGE,1780000,1378,1 Nov 2019
PARC CENTENNIAL,2200000,1419,1 Nov 2019
MARTIN MODERN,1979800,2591,1 Nov 2019
MARTIN MODERN,1986500,2599,1 Nov 2019
OLEANAS RESIDENCE,3100000,1895,1 Nov 2019
SCOTTS SQUARE,2000000,3149,1 Nov 2019
THE LAURELS,2700000,2697,1 Nov 2019
ESTILO,1718000,1451,1 Nov 2019
8 @ MOUNT SOPHIA,2100000,1445,1 Nov 2019
CAIRNHILL PLAZA,4680000,1659,1 Nov 2019
8 SAINT THOMAS,1580000,3123,1 Nov 2019
MARTIN MODERN,4427000,2555,1 Nov 2019
8 SAINT THOMAS,1780000,3242,1 Nov 2019
8 SAINT THOMAS,2868000,2747,1 Nov 2019
MARTIN MODERN,2129000,2786,1 Nov 2019
RV ALTITUDE,1352000,3064,1 Nov 2019
MARTIN MODERN,3400000,2430,1 Nov 2019
PATERSON LINC,1750000,2058,1 Nov 2019
RIVERGATE,6800000,2163,1 Oct 2019
THE EDGE ON CAIRNHILL,4030000,1881,1 Oct 2019
TRIBECA,1265000,2217,1 Oct 2019
THE ORCHARD RESIDENCES,8300000,3367,1 Oct 2019
1919,1590000,1846,1 Oct 2019
8 SAINT THOMAS,1580000,3123,1 Oct 2019
WILKIE 80,1050000,1742,1 Oct 2019
MACKENZIE 138,718000,1668,1 Oct 2019
THE TATE RESIDENCES,4680000,2470,1 Oct 2019
8 SAINT THOMAS,1780000,3242,1 Oct 2019
SCOTTS 28,4600000,2261,1 Oct 2019
RV ALTITUDE,1368000,3100,1 Oct 2019
STARLIGHT SUITES,2070000,1923,1 Oct 2019
HOLLYWOOD APARTMENTS,1632000,1648,1 Oct 2019
ORCHARD SCOTTS,1650000,1580,1 Oct 2019
CAVENAGH GARDENS,1980000,1277,1 Oct 2019
ORCHARD SCOTTS,3200000,1402,1 Oct 2019
