Project Name,Date,Rental psf
THE IMPERIAL,1 Feb 2018,6.94
THE BOUTIQ,1 Feb 2018,4.71
WATERMARK ROBERTSON QUAY,1 Feb 2018,3.24
RIVERSHIRE,1 Feb 2018,2.61
HELIOS RESIDENCES,1 Feb 2018,4.91
OUE TWIN PEAKS,1 Feb 2018,5.82
THE INSPIRA,1 Feb 2018,3.92
THE INSPIRA,1 Feb 2018,4.84
THE PEAK @ CAIRNHILL I,1 Feb 2018,4.82
HORIZON TOWERS,1 Feb 2018,2.71
PARC EMILY,1 Feb 2018,4.62
ORCHARD SCOTTS,1 Feb 2018,4.00
ESPADA,1 Feb 2018,5.92
VISIONCREST,1 Feb 2018,5.08
NON-LANDED HOUSING DEVELOPMENT,1 Feb 2018,3.76
PATERSON SUITES,1 Feb 2018,4.65
SCOTTS SQUARE,1 Feb 2018,6.23
CAIRNHILL NINE,1 Feb 2018,6.40
RIVERGATE,1 Feb 2018,4.57
LIV ON WILKIE,1 Feb 2018,5.64
SOPHIA 98,1 Feb 2018,4.11
ILLUMINAIRE ON DEVONSHIRE,1 Feb 2018,5.08
THE INSPIRA,1 Feb 2018,4.64
CAIRNHILL NINE,1 Feb 2018,6.67
HORIZON TOWERS,1 Feb 2018,2.22
NON-LANDED HOUSING DEVELOPMENT,1 Feb 2018,3.88
UP@ROBERTSON QUAY,1 Feb 2018,6.36
ALBA,1 Feb 2018,6.11
LEONIE HILL RESIDENCES,1 Feb 2018,4.00
THE ORCHARD RESIDENCES,1 Feb 2018,4.91
CLAYMORE PLAZA,1 Feb 2018,2.74
OXLEY GARDEN,1 Feb 2018,2.90
TRIBECA,1 Feb 2018,3.49
LIV ON SOPHIA,1 Feb 2018,5.64
THE RISE @ OXLEY - RESIDENCES,1 Feb 2018,6.00
WATERMARK ROBERTSON QUAY,1 Feb 2018,4.47
ORCHARD VIEW,1 Feb 2018,4.31
SKYLINE 360 @ SAINT THOMAS WALK,1 Feb 2018,4.06
CENTENNIA SUITES,1 Feb 2018,4.29
WILKIE REGENCY,1 Feb 2018,4.00
PARC SOPHIA,1 Feb 2018,4.27
MARTIN NO 38,1 Feb 2018,5.53
ONE OXLEY RISE,1 Feb 2018,4.00
ESTILO,1 Feb 2018,4.00
FRASER RESIDENCE SINGAPORE,1 Feb 2018,5.16
PARC EMILY,1 Feb 2018,3.81
HELIOS RESIDENCES,1 Feb 2018,4.23
THE PEAK @ CAIRNHILL II,1 Feb 2018,4.29
WATERSCAPE AT CAVENAGH,1 Feb 2018,3.48
LEONIE GARDENS,1 Feb 2018,3.02
WATERMARK ROBERTSON QUAY,1 Feb 2018,3.97
RIVERGATE,1 Feb 2018,4.26
8 @ MOUNT SOPHIA,1 Feb 2018,4.63
TIARA,1 Feb 2018,3.16
RESIDENCES AT 338A,1 Feb 2018,3.83
NEWTON EDGE,1 Feb 2018,4.36
SCOTTS SQUARE,1 Feb 2018,5.79
KIM SIA COURT,1 Feb 2018,2.95
NEWTON EDGE,1 Feb 2018,4.36
WATERFORD RESIDENCE,1 Feb 2018,3.33
HORIZON TOWERS,1 Feb 2018,2.44
HELIOS RESIDENCES,1 Feb 2018,4.69
CAVENAGH GARDENS,1 Feb 2018,2.26
THE PIER AT ROBERTSON,1 Feb 2018,6.21
ST THOMAS SUITES,1 Feb 2018,3.97
ESPADA,1 Feb 2018,6.57
UP@ROBERTSON QUAY,1 Feb 2018,6.36
CAIRNHILL NINE,1 Feb 2018,5.87
THE LAURELS,1 Feb 2018,6.18
ESTILO,1 Feb 2018,4.91
WILKIE 80,1 Feb 2018,4.36
THE QUAYSIDE,1 Feb 2018,3.10
LUCKY PLAZA APARTMENTS,1 Feb 2018,4.71
CAVENAGH FORTUNA,1 Feb 2018,5.18
RIVERGATE,1 Feb 2018,3.42
VIVACE,1 Feb 2018,6.00
SOPHIA RESIDENCE,1 Feb 2018,4.00
PATERSON RESIDENCE,1 Feb 2018,4.83
UP@ROBERTSON QUAY,1 Feb 2018,8.24
ST THOMAS SUITES,1 Feb 2018,4.05
MARTIN PLACE RESIDENCES,1 Feb 2018,5.82
THE VERMONT ON CAIRNHILL,1 Feb 2018,5.29
ELIZABETH TOWER,1 Feb 2018,2.91
THE COSMOPOLITAN,1 Feb 2018,4.67
ESPADA,1 Feb 2018,6.44
URBAN SUITES,1 Feb 2018,4.54
SCOTTS SQUARE,1 Feb 2018,7.38
THE PATERSON EDGE,1 Feb 2018,4.24
ELIZABETH HEIGHTS,1 Feb 2018,2.10
RIVERGATE,1 Feb 2018,4.24
LUCKY PLAZA APARTMENTS,1 Feb 2018,4.71
BELLE VUE RESIDENCES,1 Feb 2018,3.67
8 @ MOUNT SOPHIA,1 Feb 2018,4.40
THE BEAUMONT,1 Feb 2018,2.83
LIV ON WILKIE,1 Feb 2018,3.64
HORIZON TOWERS,1 Feb 2018,2.93
THE QUAYSIDE,1 Feb 2018,2.90
MIRAGE TOWER,1 Feb 2018,4.55
THE COSMOPOLITAN,1 Feb 2018,4.44
TRIBECA,1 Feb 2018,3.54
THE LAURELS,1 Feb 2018,6.00
PARC EMILY,1 Feb 2018,3.79
PARC EMILY,1 Feb 2018,3.52
PACIFIC MANSION,1 Feb 2018,2.41
STARLIGHT SUITES,1 Feb 2018,4.91
SOPHIA RESIDENCE,1 Feb 2018,4.29
VIDA,1 Feb 2018,3.88
NON-LANDED HOUSING DEVELOPMENT,1 Feb 2018,2.95
PARC EMILY,1 Feb 2018,4.42
PARC SOPHIA,1 Feb 2018,4.67
SCOTTS SQUARE,1 Feb 2018,5.20
LEONIE SUITES,1 Feb 2018,4.15
BELLE VUE RESIDENCES,1 Feb 2018,3.41
WATERFORD RESIDENCE,1 Feb 2018,3.63
THE CAIRNHILL,1 Feb 2018,2.13
SOPHIA FLATS,1 Feb 2018,3.68
THE TRILLIUM,1 Feb 2018,4.30
RIVER VALLEY COURT,1 Feb 2018,1.26
GRANGE HEIGHTS,1 Feb 2018,2.53
PACIFIC MANSION,1 Feb 2018,2.62
OUE TWIN PEAKS,1 Feb 2018,4.90
ORCHARD TOWERS,1 Feb 2018,2.86
ONE OXLEY RISE,1 Feb 2018,4.00
CAVENAGH GARDENS,1 Feb 2018,2.76
UE SQUARE,1 Feb 2018,3.87
THE PATERSON,1 Feb 2018,4.00
YONG AN PARK,1 Feb 2018,2.73
ASPEN HEIGHTS,1 Feb 2018,3.63
THE EDGE ON CAIRNHILL,1 Feb 2018,3.76
LEONIE HILL RESIDENCES,1 Feb 2018,4.42
MIRAGE TOWER,1 Feb 2018,2.86
NON-LANDED HOUSING DEVELOPMENT,1 Feb 2018,3.47
SKYLINE @ ORCHARD BOULEVARD,1 Feb 2018,4.17
JIA,1 Feb 2018,3.23
RIVERGATE,1 Feb 2018,4.00
ESPADA,1 Feb 2018,6.57
ROBERTSON EDGE,1 Feb 2018,6.00
OLEANAS RESIDENCE,1 Feb 2018,2.56
ELIZABETH TOWER,1 Feb 2018,2.78
OXLEY EDGE,1 Feb 2018,6.57
URBAN SUITES,1 Feb 2018,6.29
BELLE VUE RESIDENCES,1 Feb 2018,3.83
PACIFIC MANSION,1 Feb 2018,2.72
OUE TWIN PEAKS,1 Feb 2018,5.93
PARC SOPHIA,1 Feb 2018,4.55
CAIRNHILL CREST,1 Feb 2018,3.78
THE EDGE ON CAIRNHILL,1 Feb 2018,3.35
HELIOS RESIDENCES,1 Feb 2018,5.54
NEWTON EDGE,1 Feb 2018,5.09
RIVERGATE,1 Feb 2018,3.94
RIVA LODGE,1 Feb 2018,2.17
NON-LANDED HOUSING DEVELOPMENT,1 Feb 2018,2.76
PATERSON SUITES,1 Feb 2018,4.19
ROBERTSON 100,1 Feb 2018,3.81
VISIONCREST,1 Feb 2018,5.53
HELIOS RESIDENCES,1 Feb 2018,3.69
TIARA,1 Feb 2018,4.35
LLOYD SIXTYFIVE,1 Feb 2018,5.52
THE ABODE AT DEVONSHIRE,1 Feb 2018,4.76
SOPHIA RESIDENCE,1 Feb 2018,3.62
LLOYD SIXTYFIVE,1 Feb 2018,4.55
NEWTON EDGE,1 Feb 2018,4.44
RIVERGATE,1 Feb 2018,4.95
THE BOTANIC ON LLOYD,1 Feb 2018,4.46
RESIDENCES AT EMERALD HILL,1 Feb 2018,4.70
WILKIE 80,1 Feb 2018,4.44
THE TRILLIUM,1 Feb 2018,3.73
THE CENTREPOINT,1 Feb 2018,3.85
SCOTTS SQUARE,1 Feb 2018,8.31
ST THOMAS SUITES,1 Feb 2018,3.58
TAN CHIN TUAN MANSION,1 Feb 2018,3.41
OLEANAS RESIDENCE,1 Feb 2018,2.79
PARC SOPHIA,1 Feb 2018,4.00
VISIONCREST,1 Feb 2018,5.29
LE WILKIE,1 Feb 2018,3.06
PATERSON SUITES,1 Feb 2018,3.52
LEONIE TOWERS,1 Feb 2018,2.91
THE PIER AT ROBERTSON,1 Feb 2018,5.82
YONG AN PARK,1 Feb 2018,2.94
PARC EMILY,1 Feb 2018,3.68
THE WHARF RESIDENCE,1 Feb 2018,4.52
CASA CAIRNHILL,1 Feb 2018,2.97
WATERFORD RESIDENCE,1 Feb 2018,3.91
HELIOS RESIDENCES,1 Feb 2018,5.20
TWO8ONE STUDIO,1 Feb 2018,4.91
ESPADA,1 Feb 2018,6.57
1919,1 Feb 2018,4.59
8 @ MOUNT SOPHIA,1 Feb 2018,5.33
ATTITUDE AT KIM YAM,1 Feb 2018,5.71
MIRAGE TOWER,1 Feb 2018,4.18
TANGLIN HILL CONDOMINIUM,1 Jan 2023,4.71
KASTURINA LODGE,1 Jan 2023,6.27
ROBIN SUITES,1 Jan 2023,6.67
D'LEEDON,1 Jan 2023,5.66
TOMLINSON HEIGHTS,1 Jan 2023,6.08
STELLAR RV,1 Jan 2023,5.64
NON-LANDED HOUSING DEVELOPMENT,1 Jan 2023,4.61
GRANGE 70,1 Jan 2023,4.00
MELROSE PARK,1 Jan 2023,5.03
DUCHESS CREST,1 Jan 2023,4.53
VILLAGE TOWER,1 Jan 2023,3.51
VIZ AT HOLLAND,1 Jan 2023,3.06
CUSCADEN RESIDENCES,1 Jan 2023,5.17
ROBIN SUITES,1 Jan 2023,6.00
BALMORAL CREST,1 Jan 2023,5.24
THE ASTON,1 Jan 2023,5.38
THE MARBELLA,1 Jan 2023,5.56
LOFT @ NATHAN,1 Jan 2023,7.82
KUM HING COURT,1 Jan 2023,2.65
3 CUSCADEN,1 Jan 2023,9.33
HALLMARK RESIDENCES,1 Jan 2023,4.90
THE MARBELLA,1 Jan 2023,5.00
MUTIARA VIEW,1 Jan 2023,3.04
ONE JERVOIS,1 Jan 2023,4.32
JERVOIS REGENCY,1 Jan 2023,6.10
THE HERMITAGE,1 Jan 2023,5.53
LOFT @ NATHAN,1 Jan 2023,6.55
D'LEEDON,1 Jan 2023,4.92
HOLLAND PEAK,1 Jan 2023,4.29
THE DRAYCOTT,1 Jan 2023,5.84
D'LEEDON,1 Jan 2023,5.52
RIDGEWOOD,1 Jan 2023,3.52
ORION,1 Jan 2023,4.00
ASTRID MEADOWS,1 Jan 2023,5.68
3 CUSCADEN,1 Jan 2023,10.44
RV RESIDENCES,1 Jan 2023,8.00
D'LEEDON,1 Jan 2023,4.92
FOUR SEASONS PARK,1 Jan 2023,6.67
NASSIM REGENCY,1 Jan 2023,4.83
NON-LANDED HOUSING DEVELOPMENT,1 Jan 2023,2.56
SIXTH AVENUE VILLE,1 Jan 2023,5.65
VALLEY PARK,1 Jan 2023,5.73
PARVIS,1 Jan 2023,6.32
D'LEEDON,1 Jan 2023,5.62
THE SERENADE @ HOLLAND,1 Jan 2023,3.87
D'LEEDON,1 Jan 2023,5.15
TANGLIN PARK,1 Jan 2023,5.16
HERITAGE APARTMENTS,1 Jan 2023,5.06
D'LEEDON,1 Jan 2023,3.45
LOFT @ NATHAN,1 Jan 2023,6.55
THE LOFT,1 Jan 2023,3.41
HOLLAND RESIDENCES,1 Jan 2023,7.37
HOLLAND GEMS,1 Jan 2023,4.07
LATITUDE,1 Jan 2023,5.76
TANGLIN PARK,1 Jan 2023,3.76
CHATEAU LE FAME,1 Jan 2023,5.29
NATHAN RESIDENCES,1 Jan 2023,6.91
SOMMERVILLE GRANDEUR,1 Jan 2023,3.33
SOMMERVILLE PARK,1 Jan 2023,4.43
RV SUITES,1 Jan 2023,7.11
THE SIERRA,1 Jan 2023,4.53
D'LEEDON,1 Jan 2023,6.31
FIFTEEN ROBIN,1 Jan 2023,5.51
VIZ AT HOLLAND,1 Jan 2023,4.21
THE CORNWALL,1 Jan 2023,4.00
D'LEEDON,1 Jan 2023,5.93
CUSCADEN RESIDENCES,1 Jan 2023,6.34
MILL POINT,1 Jan 2023,7.27
VALLEY PARK,1 Jan 2023,3.56
MELROSE PARK,1 Jan 2023,4.57
THE MARBELLA,1 Jan 2023,5.48
J C DRAYCOTT,1 Jan 2023,3.87
CYAN,1 Jan 2023,4.52
38 JERVOIS,1 Jan 2023,5.41
MILL POINT,1 Jan 2023,5.79
VALLEY PARK,1 Jan 2023,4.80
ARDMORE PARK,1 Jan 2023,8.07
RV SUITES,1 Jan 2023,5.82
THE LEVELZ,1 Jan 2023,5.27
VALLEY PARK,1 Jan 2023,4.40
TANGLIN REGENCY,1 Jan 2023,4.29
NON-LANDED HOUSING DEVELOPMENT,1 Jan 2023,4.95
KELLOCK LODGE,1 Jan 2023,4.59
NOUVEL 18,1 Jan 2023,8.98
LATITUDE,1 Jan 2023,6.42
NATHAN SUITES,1 Jan 2023,5.76
D'LEEDON,1 Jan 2023,6.92
J C DRAYCOTT,1 Jan 2023,3.53
GARDENVILLE,1 Jan 2023,4.73
VOLARI,1 Jan 2023,5.56
DUCHESS CREST,1 Jan 2023,5.63
SHANGRI-LA RESIDENCES,1 Jan 2023,5.43
FIFTEEN ROBIN,1 Jan 2023,5.35
DORMER PARK,1 Jan 2023,3.60
CLUNY PARK RESIDENCE,1 Jan 2023,7.10
NATHAN RESIDENCES,1 Jan 2023,5.45
NOUVEL 18,1 Jan 2023,7.31
NON-LANDED HOUSING DEVELOPMENT,1 Jan 2023,3.48
THE TRIZON,1 Jan 2023,5.22
D'LEEDON,1 Jan 2023,5.71
THE TESSARINA,1 Jan 2023,4.38
JUNIPER HILL,1 Jan 2023,7.37
JAYA TOWER,1 Jan 2023,2.56
DUCHESS RESIDENCES,1 Jan 2023,3.53
KUM HING COURT,1 Jan 2023,2.84
ORCHARD BEL AIR,1 Jan 2023,4.00
ROBIN REGALIA,1 Jan 2023,4.21
HALLMARK RESIDENCES,1 Jan 2023,5.39
LOFT@HOLLAND,1 Jan 2023,10.00
ASTRID MEADOWS,1 Jan 2023,4.72
38 JERVOIS,1 Jan 2023,5.24
PETIT JERVOIS,1 Jan 2023,7.68
NATHAN SUITES,1 Jan 2023,7.16
SOMMERVILLE PARK,1 Jan 2023,3.49
WATERFALL GARDENS,1 Jan 2023,6.05
LOFT @ NATHAN,1 Jan 2023,4.21
J C DRAYCOTT,1 Jan 2023,5.18
JERVOIS LODGE,1 Jan 2023,3.71
RIDGEWOOD,1 Jan 2023,4.34
THE MERCURY,1 Jan 2023,5.08
FOUR SEASONS PARK,1 Jan 2023,8.07
THE COLONNADE,1 Jan 2023,6.22
VERDURE,1 Jan 2023,5.24
ONE JERVOIS,1 Jan 2023,4.44
THE ASANA,1 Jan 2023,6.00
LOFT@HOLLAND,1 Jan 2023,11.90
D'LEEDON,1 Jan 2023,5.72
SHANGHAI ONE,1 Jan 2023,4.00
THREE THREE ROBIN,1 Jan 2023,5.33
D'LEEDON,1 Jan 2023,6.00
THE LEVELZ,1 Jan 2023,4.29
SLOANE RESIDENCES,1 Jan 2023,10.24
STELLAR RV,1 Jan 2023,6.18
BELLERIVE,1 Jan 2023,3.52
THE HYDE,1 Jan 2023,10.13
THE BALMORAL,1 Jan 2023,3.40
SHANGHAI ONE,1 Jan 2023,7.27
D'LEEDON,1 Jan 2023,5.03
ONE JERVOIS,1 Jan 2023,5.38
38 JERVOIS,1 Jan 2023,4.52
FOUR SEASONS PARK,1 Jan 2023,5.02
GRANGE 80,1 Jan 2023,4.04
D'LEEDON,1 Jan 2023,4.46
THE HYDE,1 Jan 2023,10.56
WATERFALL GARDENS,1 Jan 2023,4.59
VERDURE,1 Jan 2023,4.40
TANGLIN REGENCY,1 Jan 2023,4.12
PINEWOOD GARDENS,1 Jan 2023,5.45
D'LEEDON,1 Jan 2023,7.20
ARDMORE THREE,1 Jan 2023,7.43
LOFT @ NATHAN,1 Jan 2023,8.71
REGENCY PARK,1 Jan 2023,4.25
D'LEEDON,1 Jan 2023,6.93
D'LEEDON,1 Jan 2023,5.52
D'GROVE VILLAS,1 Jan 2023,4.00
PARVIS,1 Jan 2023,6.67
THE SERENADE @ HOLLAND,1 Jan 2023,4.48
ROBIN RESIDENCES,1 Jan 2023,6.67
QUINTERRA,1 Jan 2023,4.59
BELMOND GREEN,1 Jan 2023,4.00
MUTIARA VIEW,1 Jan 2023,3.83
VILLA DELLE ROSE,1 Jan 2023,4.00
BELMOND GREEN,1 Jan 2023,6.48
THE ASTON,1 Jan 2023,4.44
GRANGE RESIDENCES,1 Jan 2023,7.25
HALLMARK RESIDENCES,1 Jan 2023,4.62
FOUR SEASONS PARK,1 Jan 2023,5.97
NATHAN RESIDENCES,1 Jan 2023,6.91
NATHAN SUITES,1 Jan 2023,6.84
PARVIS,1 Jan 2023,5.14
FOUR SEASONS PARK,1 Jan 2023,6.89
RV EDGE,1 Jan 2023,7.44
THE DRAYCOTT,1 Jan 2023,4.77
SPRING GROVE,1 Jan 2023,5.93
VILLA AZURA,1 Jan 2023,3.36
MELROSE PARK,1 Jan 2023,4.40
GRANGE RESIDENCES,1 Jan 2023,8.53
PARVIS,1 Jan 2023,6.00
PINEWOOD GARDENS,1 Jan 2023,3.90
HOLLAND PEAK,1 Jan 2023,3.81
ROBIN SUITES,1 Jan 2023,6.00
BALMORAL HILLS,1 Jan 2023,5.56
LOFT @ STEVENS,1 Jan 2023,7.11
CYAN,1 Jan 2023,4.76
NASSIM REGENCY,1 Jan 2023,4.20
SUTTON PLACE,1 Jan 2023,3.34
D'LEEDON,1 Jan 2023,5.55
STELLAR RV,1 Jan 2023,5.38
EWE BOON REGENT,1 Jan 2023,2.76
GARDENVILLE,1 Jan 2023,3.78
VIZ AT HOLLAND,1 Jan 2023,5.29
NON-LANDED HOUSING DEVELOPMENT,1 Jan 2023,2.71
NON-LANDED HOUSING DEVELOPMENT,1 Jan 2023,3.39
THE TRESOR,1 Jan 2023,3.41
CYAN,1 Jan 2023,6.31
JUNIPER HILL,1 Jan 2023,7.57
D'LEEDON,1 Jan 2023,5.46
ORANGE GROVE RESIDENCES,1 Jan 2023,4.22
ARDMORE RESIDENCE,1 Jan 2023,10.16
ARDMORE THREE,1 Jan 2023,4.86
NOUVEL 18,1 Jan 2023,7.10
3 CUSCADEN,1 Jan 2023,12.89
RIDGEWOOD,1 Jan 2023,1.55
ASTRID MEADOWS,1 Jan 2023,4.07
THE HERMITAGE,1 Jan 2023,5.18
THE MERASAGA,1 Jan 2023,4.63
MELROSE PARK,1 Jan 2023,5.48
THE TESSARINA,1 Jan 2023,3.70
THE TRIZON,1 Jan 2023,4.57
KUM HING COURT,1 Jan 2023,2.58
NASSIM PARK RESIDENCES,1 Jan 2023,6.48
LUSH ON HOLLAND HILL,1 Jan 2023,4.96
ARDMORE PARK,1 Jan 2023,7.37
FOUR SEASONS PARK,1 Jan 2023,4.94
NATHAN PLACE,1 Jan 2023,4.35
JERVOIS MEADOWS,1 Jan 2023,3.66
REGENCY PARK,1 Jan 2023,5.56
RV EDGE,1 Jan 2023,8.86
RIDGEWOOD,1 Jan 2023,2.91
RIDGEWOOD,1 Jan 2023,3.80
D'LEEDON,1 Jan 2023,5.52
D'LEEDON,1 Jan 2023,5.35
THE NASSIM,1 Jan 2023,11.79
THE BALMORAL,1 Jan 2023,3.02
PINEWOOD GARDENS,1 Jan 2023,2.73
LEEDON RESIDENCE,1 Jan 2023,5.85
WARNER COURT,1 Jan 2023,4.17
KASTURINA LODGE,1 Jan 2023,5.52
HOLLAND GEMS,1 Jan 2023,3.86
MUTIARA CREST,1 Jan 2023,3.44
VALLEY PARK,1 Jan 2023,4.64
KUM HING COURT,1 Jan 2023,2.94
THE SOLITAIRE,1 Jan 2023,5.64
PALM SPRING,1 Jan 2023,4.86
THE BALMORAL,1 Jan 2023,3.16
THE HYDE,1 Jan 2023,11.56
DE LENTE,1 Jan 2023,3.82
WATERFALL GARDENS,1 Jan 2023,4.38
DORMER PARK,1 Jan 2023,2.96
THE COLONNADE,1 Jan 2023,4.93
3 CUSCADEN,1 Jan 2023,11.78
THE NASSIM,1 Jan 2023,5.14
SPANISH VILLAGE,1 Jan 2023,3.03
SPANISH VILLAGE,1 Jan 2023,3.07
CLIFTEN,1 Jan 2023,5.04
JUNIPER HILL,1 Jan 2023,10.91
WATERFALL GARDENS,1 Jan 2023,4.18
GALLOP GABLES,1 Jan 2023,5.14
VALLEY PARK,1 Jan 2023,4.00
THE TRIZON,1 Jan 2023,3.84
HERITAGE APARTMENTS,1 Jan 2023,4.29
JERVOIS LODGE,1 Jan 2023,4.63
BELMOND GREEN,1 Jan 2023,5.03
GLENTREES,1 Jan 2023,5.04
PINEWOOD GARDENS,1 Jan 2023,4.55
WING ON LIFE GARDEN,1 Jan 2023,3.28
THE CAPRI,1 Jan 2023,4.00
BOTANIC GARDENS MANSION,1 Jan 2023,3.52
LOFT @ NATHAN,1 Jan 2023,7.27
SPANISH VILLAGE,1 Jan 2023,5.38
THE MARBELLA,1 Jan 2023,5.38
KASTURINA LODGE,1 Jan 2023,5.73
THE TRIZON,1 Jan 2023,5.12
REGENCY PARK,1 Jan 2023,4.76
BALMORAL HILLS,1 Jan 2023,3.40
GOODWOOD GARDENS,1 Jan 2023,6.28
STUDIO 3,1 Jan 2023,7.53
CLUNY PARK RESIDENCE,1 Jan 2023,8.67
LEEDON RESIDENCE,1 Jan 2023,7.25
NATHAN SUITES,1 Jan 2023,4.08
VIZ AT HOLLAND,1 Jan 2023,4.59
SPRING GROVE,1 Jan 2023,5.71
D'LEEDON,1 Jan 2023,5.26
HOLLAND MANSION,1 Jan 2023,3.86
D'LEEDON,1 Jan 2023,6.40
21 ANDERSON,1 Jan 2023,4.85
D'LEEDON,1 Jan 2023,6.46
LOFT@HOLLAND,1 Jan 2023,10.43
ONE JERVOIS,1 Jan 2023,5.26
GARDENVILLE,1 Jan 2023,5.14
THE SIXTH AVENUE RESIDENCES,1 Jan 2023,4.67
THE CORNWALL,1 Jan 2023,6.15
GRANGE RESIDENCES,1 Jan 2023,6.27
THE MARBELLA,1 Jan 2023,5.86
GOODWOOD RESIDENCE,1 Jan 2023,6.52
JERVOIS LODGE,1 Jan 2023,3.04
VALLEY PARK,1 Jan 2023,5.73
KUM HING COURT,1 Jan 2023,2.73
D'LEEDON,1 Jan 2023,6.92
POLLEN & BLEU,1 Jan 2023,5.13
PINETREE CONDOMINIUM,1 Jan 2023,2.83
ARDMORE RESIDENCE,1 Jan 2023,9.84
THE LEGACY,1 Jan 2023,4.74
SIXTH AVENUE VILLE,1 Jan 2023,3.44
ONE JERVOIS,1 Jan 2023,4.76
VALLEY PARK,1 Jan 2023,4.17
THE MONTANA,1 Jan 2023,7.45
PROXIMO,1 Jan 2023,5.62
TANGLIN PARK,1 Jan 2023,3.93
VALLEY PARK,1 Jan 2023,4.52
THE COLONNADE,1 Jan 2023,4.21
HOLLAND HILL PARK,1 Jan 2023,5.20
ROBIN SUITES,1 Jan 2023,8.78
GALLOP GABLES,1 Jan 2023,4.84
SPRING RESIDENCES,1 Jan 2023,3.57
ORANGE GROVE RESIDENCES,1 Jan 2023,4.44
BALMORAL CREST,1 Jan 2023,5.60
JERVOIS LODGE,1 Jan 2023,3.93
NASSIM REGENCY,1 Jan 2023,6.39
SPRING GROVE,1 Jan 2023,5.81
ALLSWORTH PARK,1 Jan 2023,3.41
JERVOIS LODGE,1 Jan 2023,3.48
THE MARBELLA,1 Jan 2023,4.14
RV SUITES,1 Jan 2023,6.91
PARVIS,1 Jan 2023,7.44
THE LEVELZ,1 Jan 2023,4.48
ONE JERVOIS,1 Jan 2023,6.08
THE BALMORAL,1 Jan 2023,2.46
ORION,1 Jan 2023,4.86
PARVIS,1 Jan 2023,6.41
SPANISH VILLAGE,1 Jan 2023,4.61
ARDMORE PARK,1 Jan 2023,8.07
PARVIS,1 Jan 2023,6.42
THE HYDE,1 Jan 2023,9.41
SOMMERVILLE PARK,1 Jan 2023,5.14
LOFT @ NATHAN,1 Jan 2023,6.00
JERVOIS REGENCY,1 Jan 2023,5.26
ONE JERVOIS,1 Jan 2023,5.56
GRANGE RESIDENCES,1 Jan 2023,7.35
ONE BALMORAL,1 Jan 2023,4.74
HOLLAND MANSION,1 Jan 2023,4.26
3 CUSCADEN,1 Jan 2023,9.20
THE ASTON,1 Jan 2023,4.85
BALMORAL POINT,1 Jan 2023,3.28
PINEWOOD GARDENS,1 Jan 2023,4.65
D' DALVEY,1 Jan 2023,5.47
D'LEEDON,1 Jan 2023,5.71
URBAN EDGE @ HOLLAND V,1 Jan 2023,4.53
NATHAN PLACE,1 Jan 2023,4.04
THREE THREE ROBIN,1 Jan 2023,5.78
THE GRANGE,1 Jan 2023,6.60
D'LEEDON,1 Jan 2023,5.38
BELMOND GREEN,1 Jan 2023,5.68
PARVIS,1 Jan 2023,5.22
RV RESIDENCES,1 Jan 2023,7.65
RV RESIDENCES,1 Jan 2023,7.41
THE COLONNADE,1 Jan 2023,5.78
VALLEY PARK,1 Jan 2023,4.43
BELMOND GREEN,1 Jan 2023,5.74
MADISON RESIDENCES,1 Jan 2023,5.26
THE FERNHILL,1 Jan 2023,4.58
D'LEEDON,1 Jan 2023,5.93
THE MONTANA,1 Jan 2023,6.62
D'LEEDON,1 Jan 2023,4.57
BOTANIC GARDENS MANSION,1 Jan 2023,4.24
FOUR SEASONS PARK,1 Jan 2023,6.00
CYAN,1 Jan 2023,5.54
ORCHARD BEL AIR,1 Jan 2023,5.54
ONE BALMORAL,1 Jan 2023,7.73
THE PRINCETON,1 Jan 2023,4.47
JERVOIS LODGE,1 Jan 2023,3.45
MILL POINT,1 Jan 2023,4.21
THE SIENA,1 Jan 2023,5.47
THE LEGEND,1 Jan 2023,3.45
ONE TREE HILL RESIDENCE,1 Jan 2023,6.00
CYAN,1 Jan 2023,4.76
BOTANIC GARDENS VIEW,1 Jan 2023,2.74
3 ORCHARD BY-THE-PARK,1 Jan 2023,8.00
THE MARBELLA,1 Jan 2023,4.29
TREASURE ON BALMORAL,1 Jan 2023,4.87
NON-LANDED HOUSING DEVELOPMENT,1 Jan 2023,2.28
THE HORIZON,1 Jan 2023,3.42
BOTANIC GARDENS VIEW,1 Jan 2023,4.00
ONE TREE HILL RESIDENCE,1 Jan 2023,5.81
REGENCY PARK,1 Jan 2023,4.93
RV RESIDENCES,1 Jan 2023,9.33
ZENITH,1 Jan 2023,7.11
THE EQUATORIAL,1 Jan 2023,4.12
ONE TREE HILL RESIDENCE,1 Jan 2023,6.09
J C DRAYCOTT,1 Jan 2023,6.82
RV SUITES,1 Jan 2023,6.82
VALLEY PARK,1 Jan 2023,5.35
RV EDGE,1 Jan 2023,7.33
VIZ AT HOLLAND,1 Jan 2023,4.00
D'LEEDON,1 Jan 2023,6.54
ONE JERVOIS,1 Jan 2023,4.76
THE SIXTH AVENUE RESIDENCES,1 Jan 2023,5.26
STELLAR RV,1 Jan 2023,7.64
VALLEY PARK,1 Jan 2023,4.12
CLUNY PARK RESIDENCE,1 Jan 2023,5.92
ARDMORE THREE,1 Jan 2023,7.14
VALLEY PARK,1 Jan 2023,4.72
