Project Name,Date,Rental psf
RIVERGATE,1 Feb 2020,4.71
LA CRYSTAL,1 Feb 2020,3.33
ASPEN HEIGHTS,1 Feb 2020,3.26
THE ORCHARD RESIDENCES,1 Feb 2020,5.95
WATERFORD RESIDENCE,1 Feb 2020,4.55
TIARA,1 Feb 2020,3.16
LUMA,1 Feb 2020,4.17
VISIONCREST,1 Feb 2020,3.26
WATERSCAPE AT CAVENAGH,1 Feb 2020,3.93
LUMA,1 Feb 2020,3.37
CAIRNHILL NINE,1 Feb 2020,6.92
THE COSMOPOLITAN,1 Feb 2020,4.24
NON-LANDED HOUSING DEVELOPMENT,1 Feb 2020,2.21
ROBERTSON 100,1 Feb 2020,4.00
BELLE VUE RESIDENCES,1 Feb 2020,4.36
SCOTTS SQUARE,1 Feb 2020,5.92
THE REGALIA,1 Feb 2020,3.04
TIARA,1 Feb 2020,4.12
LIV ON SOPHIA,1 Feb 2020,4.00
MARTIN NO 38,1 Feb 2020,6.43
THE BOUTIQ,1 Feb 2020,4.94
THE BAYRON,1 Feb 2020,4.74
CASA SOPHIA,1 Feb 2020,2.43
ILLUMINAIRE ON DEVONSHIRE,1 Feb 2020,4.77
MARTIN PLACE RESIDENCES,1 Feb 2020,4.11
CAIRNHILL RESIDENCES,1 Feb 2020,4.35
ESPADA,1 Feb 2020,4.62
SCOTTS SQUARE,1 Feb 2020,7.65
FRASER RESIDENCE SINGAPORE,1 Feb 2020,4.06
ELIZABETH HEIGHTS,1 Feb 2020,1.76
SCOTTS SQUARE,1 Feb 2020,6.32
THE INSPIRA,1 Feb 2020,4.58
WATERSCAPE AT CAVENAGH,1 Feb 2020,3.81
RIVERSIDE 48,1 Feb 2020,3.76
CAVENAGH LODGE,1 Feb 2020,2.72
ASPEN HEIGHTS,1 Feb 2020,3.26
THE MKZ,1 Feb 2020,3.76
THE METZ,1 Feb 2020,6.73
HILLTOPS,1 Feb 2020,5.94
UE SQUARE,1 Feb 2020,3.81
WILKIE APARTMENTS,1 Feb 2020,3.20
8 @ MOUNT SOPHIA,1 Feb 2020,4.24
BELLE VUE RESIDENCES,1 Feb 2020,2.70
WATERMARK ROBERTSON QUAY,1 Feb 2020,4.22
PARC MACKENZIE,1 Feb 2020,3.65
VILLE ROYALE,1 Feb 2020,3.12
ESPADA,1 Feb 2020,7.14
ORCHARD TOWERS,1 Feb 2020,2.46
WATERFORD RESIDENCE,1 Feb 2020,3.43
CAIRNHILL PLAZA,1 Feb 2020,2.58
OUE TWIN PEAKS,1 Feb 2020,5.45
DEVONSHIRE 12,1 Feb 2020,7.33
BELLE VUE RESIDENCES,1 Feb 2020,5.27
LUCKY PLAZA APARTMENTS,1 Feb 2020,5.29
LLOYD MANSION,1 Feb 2020,3.29
KIM SIA COURT,1 Feb 2020,2.62
CAIRNHILL NINE,1 Feb 2020,5.87
TRIBECA,1 Feb 2020,5.45
DELFI ORCHARD,1 Feb 2020,3.20
RHAPSODY ON MOUNT ELIZABETH,1 Feb 2020,3.67
UE SQUARE,1 Feb 2020,3.05
THE IMPERIAL,1 Feb 2020,4.41
THE COSMOPOLITAN,1 Feb 2020,4.61
THE COSMOPOLITAN,1 Feb 2020,4.61
ORCHARD SCOTTS,1 Feb 2020,3.69
LANGSTON VILLE,1 Feb 2020,3.37
THE CENTREPOINT,1 Feb 2020,3.73
URBAN SUITES,1 Feb 2020,4.54
ST THOMAS SUITES,1 Feb 2020,4.00
RIVERGATE,1 Feb 2020,3.77
SCOTTS SQUARE,1 Feb 2020,6.15
PATERSON SUITES,1 Feb 2020,3.72
VISIONCREST,1 Feb 2020,5.88
DEVONSHIRE RESIDENCES,1 Feb 2020,3.65
THE LUMOS,1 Feb 2020,2.80
ROBERTSON 100,1 Feb 2020,4.71
ASPEN HEIGHTS,1 Feb 2020,3.04
NON-LANDED HOUSING DEVELOPMENT,1 Feb 2020,4.00
TIARA,1 Feb 2020,3.23
CAIRNHILL NINE,1 Feb 2020,7.33
VALLEY MANSION,1 Feb 2020,2.43
ASPEN HEIGHTS,1 Feb 2020,3.37
ASPEN HEIGHTS,1 Feb 2020,4.47
ROBERTSON BLUE,1 Feb 2020,4.73
8 @ MOUNT SOPHIA,1 Feb 2020,4.29
NON-LANDED HOUSING DEVELOPMENT,1 Feb 2020,3.76
SUITES AT ORCHARD,1 Feb 2020,5.64
ROBERTSON EDGE,1 Feb 2020,5.44
CAVENAGH FORTUNA,1 Feb 2020,4.27
HELIOS RESIDENCES,1 Feb 2020,4.22
LANGSTON VILLE,1 Feb 2020,3.37
THE INSPIRA,1 Feb 2020,4.40
THE COSMOPOLITAN,1 Feb 2020,5.11
NOMU,1 Feb 2020,3.93
OXLEY EDGE,1 Jan 2020,5.33
CAIRNHILL CREST,1 Jan 2020,2.82
WATERMARK ROBERTSON QUAY,1 Jan 2020,4.00
LEONIE SUITES,1 Jan 2020,4.21
CAVENAGH GARDENS,1 Jan 2020,2.76
THE BOUTIQ,1 Jan 2020,5.64
VISIONCREST,1 Jan 2020,5.79
THE MKZ,1 Jan 2020,4.27
ST THOMAS SUITES,1 Jan 2020,3.77
ROBERTSON 100,1 Jan 2020,4.00
RIVERGATE,1 Jan 2020,4.22
8 @ MOUNT SOPHIA,1 Jan 2020,3.65
UP@ROBERTSON QUAY,1 Jan 2020,7.00
URBANA,1 Jan 2020,4.15
ST THOMAS SUITES,1 Jan 2020,4.15
WATERSCAPE AT CAVENAGH,1 Jan 2020,5.27
FRASER RESIDENCE SINGAPORE,1 Jan 2020,4.78
VIDA,1 Jan 2020,4.73
THE RISE @ OXLEY - RESIDENCES,1 Jan 2020,5.56
TIARA,1 Jan 2020,4.00
THE BOUTIQ,1 Jan 2020,5.76
MARTIN PLACE RESIDENCES,1 Jan 2020,6.73
THE SCOTTS TOWER,1 Jan 2020,6.63
FRASER RESIDENCE SINGAPORE,1 Jan 2020,4.17
MOUNT SOPHIA SUITES,1 Jan 2020,4.36
OLEANAS RESIDENCE,1 Jan 2020,2.97
OUE TWIN PEAKS,1 Jan 2020,6.18
PARC EMILY,1 Jan 2020,4.53
8 @ MOUNT SOPHIA,1 Jan 2020,4.19
SOPHIA HILLS,1 Jan 2020,3.67
THE IMPERIAL,1 Jan 2020,4.57
THE COSMOPOLITAN,1 Jan 2020,4.78
THE ORCHARD RESIDENCES,1 Jan 2020,6.33
THE SCOTTS TOWER,1 Jan 2020,7.11
SOPHIA FLATS,1 Jan 2020,6.22
ST THOMAS SUITES,1 Jan 2020,4.00
LEONIE TOWERS,1 Jan 2020,2.00
UE SQUARE,1 Jan 2020,3.81
WATERSCAPE AT CAVENAGH,1 Jan 2020,3.70
ROBERTSON 100,1 Jan 2020,4.71
WILKIE 80,1 Jan 2020,4.36
MARTIN PLACE RESIDENCES,1 Jan 2020,4.51
ONE OXLEY RISE,1 Jan 2020,4.00
THE LUXE,1 Jan 2020,5.89
CASA CAIRNHILL,1 Jan 2020,2.61
SCOTTS SQUARE,1 Jan 2020,7.29
THE IMPERIAL,1 Jan 2020,4.40
RV POINT,1 Jan 2020,5.56
ORCHARD SCOTTS,1 Jan 2020,5.05
TRIBECA,1 Jan 2020,4.05
DEVONSHIRE RESIDENCES,1 Jan 2020,6.36
RIVERGATE,1 Jan 2020,5.52
NON-LANDED HOUSING DEVELOPMENT,1 Jan 2020,2.28
SCOTTS SQUARE,1 Jan 2020,6.88
STARLIGHT SUITES,1 Jan 2020,4.00
SOPHIA FLATS,1 Jan 2020,3.68
THE MORNINGSIDE,1 Jan 2020,2.49
MACKENZIE REGENCY,1 Jan 2020,3.37
THE WHARF RESIDENCE,1 Jan 2020,4.52
PATERSON RESIDENCE,1 Jan 2020,4.28
PARC SOPHIA,1 Jan 2020,4.23
VILLE ROYALE,1 Jan 2020,2.97
ESTILO,1 Jan 2020,4.36
MIRAGE TOWER,1 Jan 2020,2.96
ILLUMINAIRE ON DEVONSHIRE,1 Jan 2020,5.78
CAIRNHILL NINE,1 Jan 2020,7.05
CITYVISTA RESIDENCES,1 Jan 2020,3.26
ROBERTSON 100,1 Jan 2020,4.21
KIM SIA COURT,1 Jan 2020,2.55
THE PATERSON,1 Jan 2020,3.79
LA CRYSTAL,1 Jan 2020,3.26
THE WHARF RESIDENCE,1 Jan 2020,4.48
RIVERGATE,1 Jan 2020,4.19
OXLEY MANSION,1 Jan 2020,2.95
LEONIE CONDOTEL,1 Jan 2020,3.34
VIVACE,1 Jan 2020,5.33
URBAN SUITES,1 Jan 2020,4.97
ASPEN HEIGHTS,1 Jan 2020,3.04
THE MORNINGSIDE,1 Jan 2020,2.69
UE SQUARE,1 Jan 2020,4.00
WATERFORD RESIDENCE,1 Jan 2020,3.89
THE LIGHT @ CAIRNHILL,1 Jan 2020,4.48
PARC SOPHIA,1 Jan 2020,3.73
SCOTTS SQUARE,1 Jan 2020,6.92
VISIONCREST,1 Jan 2020,3.91
RIVERGATE,1 Jan 2020,4.49
THE PIER AT ROBERTSON,1 Jan 2020,5.33
THE COSMOPOLITAN,1 Jan 2020,5.41
RIVERGATE,1 Jan 2020,5.05
ILLUMINAIRE ON DEVONSHIRE,1 Jan 2020,4.93
VALLEY LODGE,1 Jan 2020,2.79
THE PEAK @ CAIRNHILL II,1 Jan 2020,3.37
VISIONCREST,1 Jan 2020,4.05
ROBERTSON EDGE,1 Jan 2020,5.56
UE SQUARE,1 Jan 2020,3.81
THE COSMOPOLITAN,1 Jan 2020,4.70
LA CRYSTAL,1 Jan 2020,3.05
STARLIGHT SUITES,1 Jan 2020,3.72
ROBERTSON BLUE,1 Jan 2020,4.64
SCOTTS HIGHPARK,1 Jan 2020,3.43
ORCHARD SCOTTS,1 Jan 2020,4.01
THE METZ,1 Jan 2020,5.71
PARC SOPHIA,1 Jan 2020,3.73
YONG AN PARK,1 Jan 2020,2.57
VISIONCREST,1 Jan 2020,4.58
LA CRYSTAL,1 Jan 2020,3.00
SUITES @ CAIRNHILL,1 Jan 2020,4.52
BELLE VUE RESIDENCES,1 Jan 2020,3.76
THE LAURELS,1 Jan 2020,4.87
TRIBECA,1 Jan 2020,4.73
THE LAURELS,1 Jan 2020,4.86
PATERSON RESIDENCE,1 Jan 2020,4.44
ESPADA,1 Jan 2020,3.33
ASPEN HEIGHTS,1 Jan 2020,3.41
RIVERGATE,1 Jan 2020,4.39
THE SCOTTS TOWER,1 Jan 2020,4.92
EURO-ASIA COURT,1 Jan 2020,3.17
OUE TWIN PEAKS,1 Jan 2020,5.45
ESPADA,1 Jan 2020,6.86
VIVACE,1 Jan 2020,6.71
THE WHARF RESIDENCE,1 Jan 2020,4.76
FRASER RESIDENCE SINGAPORE,1 Jan 2020,5.38
SCOTTS SQUARE,1 Jan 2020,6.15
LEONIE SUITES,1 Jan 2020,4.62
8 @ MOUNT SOPHIA,1 Jan 2020,4.57
THE BEAUMONT,1 Jan 2020,2.57
ASPEN HEIGHTS,1 Jan 2020,3.03
SOPHIA RESIDENCE,1 Jan 2020,3.38
LA CRYSTAL,1 Jan 2020,3.16
SUITES AT ORCHARD,1 Jan 2020,5.45
CAIRNHILL CREST,1 Jan 2020,4.10
PINE RESIDENCES,1 Jan 2020,3.04
PARC SOPHIA,1 Jan 2020,4.89
NON-LANDED HOUSING DEVELOPMENT,1 Jan 2020,2.96
THE LAURELS,1 Jan 2020,5.44
THE PIER AT ROBERTSON,1 Jan 2020,4.76
ASPEN HEIGHTS,1 Jan 2020,3.19
THE SUITES AT CENTRAL,1 Jan 2020,5.24
OLEANAS RESIDENCE,1 Jan 2020,2.72
WILKIE 80,1 Jan 2020,4.55
SOPHIA HILLS,1 Jan 2020,5.18
ONE OXLEY RISE,1 Jan 2020,4.27
RIVERGATE,1 Jan 2020,4.32
OUE TWIN PEAKS,1 Jan 2020,6.36
ONE OXLEY RISE,1 Jan 2020,4.00
CAIRNHILL ASTORIA,1 Jan 2020,2.46
OUE TWIN PEAKS,1 Jan 2020,5.64
REIGNWOOD HAMILTON SCOTTS,1 Jan 2020,4.00
VIVACE,1 Jan 2020,6.86
RV POINT,1 Jan 2020,5.33
FRASER RESIDENCE SINGAPORE,1 Jan 2020,5.48
LANGSTON VILLE,1 Jan 2020,3.05
HILLTOPS,1 Jan 2020,6.17
PATERSON RESIDENCE,1 Jan 2020,3.93
WATERSCAPE AT CAVENAGH,1 Jan 2020,3.47
OXLEY EDGE,1 Jan 2020,4.00
ASPEN HEIGHTS,1 Jan 2020,3.39
THE PATERSON EDGE,1 Jan 2020,4.42
THE BOTANIC ON LLOYD,1 Jan 2020,3.46
CAIRNHILL NINE,1 Jan 2020,6.27
THE CENTREPOINT,1 Jan 2020,5.07
LEONIE PARC VIEW,1 Jan 2020,3.87
336 RIVER VALLEY,1 Jan 2020,2.43
THE SCOTTS TOWER,1 Jan 2020,5.05
HORIZON TOWERS,1 Jan 2020,2.34
RIVERGATE,1 Jan 2020,4.15
TIARA,1 Jan 2020,2.90
LEONIE TOWERS,1 Jan 2020,2.40
RV POINT,1 Jan 2020,5.44
CAIRNHILL CREST,1 Jan 2020,3.83
TIARA,1 Jan 2020,3.88
MIRAGE TOWER,1 Jan 2020,4.64
PARC MACKENZIE,1 Jan 2020,2.62
THE SCOTTS TOWER,1 Jan 2020,5.69
GRANGE INFINITE,1 Jan 2020,3.96
CAIRNHILL CREST,1 Jan 2020,3.60
THE VERV @ RV,1 Jan 2020,3.81
ORCHARD SCOTTS,1 Jan 2020,4.73
1919,1 Jan 2020,5.54
ASPEN HEIGHTS,1 Jan 2020,2.89
NEWTON EDGE,1 Jan 2020,4.44
VIDA,1 Jan 2020,4.36
LEONIE TOWERS,1 Jan 2020,2.37
THE RISE @ OXLEY - RESIDENCES,1 Jan 2020,6.00
LUMA,1 Jan 2020,3.52
SOPHIA HILLS,1 Jan 2020,5.69
MARTIN PLACE RESIDENCES,1 Jan 2020,5.38
UE SQUARE,1 Jan 2020,2.97
THE WHARF RESIDENCE,1 Jan 2020,4.76
SUITES AT ORCHARD,1 Jan 2020,6.18
ESPADA,1 Jan 2020,7.14
VIDA,1 Jan 2020,4.24
VIVACE,1 Jan 2020,5.22
FRASER RESIDENCE SINGAPORE,1 Jan 2020,3.94
VILLE ROYALE,1 Jan 2020,3.24
EMERALD HILL CONSERVATION AREA,1 Jan 2020,4.87
RESIDENCES @ KILLINEY,1 Jan 2020,4.34
THE COSMOPOLITAN,1 Jan 2020,5.39
VIDA,1 Jan 2020,5.18
SKYPARK,1 Jan 2020,2.46
ESPADA,1 Jan 2020,4.31
RV POINT,1 Jan 2020,5.33
THE METZ,1 Jan 2020,6.10
GRANGE HEIGHTS,1 Jan 2020,2.74
THE CLAYMORE,1 Jan 2020,4.48
CAVENAGH LODGE,1 Jan 2020,3.02
THE SUITES AT CENTRAL,1 Jan 2020,4.77
LA CRYSTAL,1 Jan 2020,3.73
THE TRILLIUM,1 Jan 2020,3.51
8 @ MOUNT SOPHIA,1 Jan 2020,4.12
THE WHARF RESIDENCE,1 Jan 2020,5.00
CAIRNHILL NINE,1 Jan 2020,6.48
RIVERGATE,1 Jan 2020,4.76
FRASER RESIDENCE SINGAPORE,1 Jan 2020,5.05
ASPEN HEIGHTS,1 Jan 2020,3.55
THE LAURELS,1 Jan 2020,6.00
SCOTTS SQUARE,1 Jan 2020,4.46
THE PATERSON EDGE,1 Jan 2020,3.21
CAVENAGH COURT,1 Jan 2020,2.70
URBANA,1 Jan 2020,3.90
PARC SOPHIA,1 Jan 2020,4.00
THE LAURELS,1 Jan 2020,5.88
THE INSPIRA,1 Jan 2020,5.92
ASPEN HEIGHTS,1 Jan 2020,3.94
CASA CAIRNHILL,1 Jan 2020,2.58
PATERSON SUITES,1 Jan 2020,4.55
ORCHARD SCOTTS,1 Jan 2020,4.02
CAIRNHILL CREST,1 Jan 2020,4.40
FRASER RESIDENCE SINGAPORE,1 Jan 2020,5.41
HORIZON TOWERS,1 Jan 2020,2.34
DEVONSHIRE RESIDENCES,1 Jan 2020,5.09
RIVERGATE,1 Jan 2020,4.57
STARLIGHT SUITES,1 Jan 2020,4.40
TIARA,1 Jan 2020,3.23
NEWTON EDGE,1 Jan 2020,4.23
ESPADA,1 Jan 2020,7.14
LIV ON WILKIE,1 Jan 2020,5.09
THE LAURELS,1 Jan 2020,5.45
THE BAYRON,1 Jan 2020,3.79
THE PATERSON,1 Jan 2020,3.60
THE VERMONT ON CAIRNHILL,1 Jan 2020,4.74
OXLEY GARDEN,1 Jan 2020,2.03
ORCHARD SCOTTS,1 Jan 2020,4.65
THE BAYRON,1 Jan 2020,5.29
RICHMOND PARK,1 Jan 2020,3.52
THE MORNINGSIDE,1 Jan 2020,2.86
WATERMARK ROBERTSON QUAY,1 Jan 2020,4.57
THE LIGHT @ CAIRNHILL,1 Jan 2020,4.31
BELLE VUE RESIDENCES,1 Jan 2020,3.90
VISIONCREST,1 Jan 2020,4.63
LEONIE CONDOTEL,1 Jan 2020,3.08
TIARA,1 Jan 2020,3.23
ONE DEVONSHIRE,1 Jan 2020,5.17
336 RIVER VALLEY,1 Jan 2020,2.49
THE TRILLIUM,1 Jan 2020,3.33
2 RVG,1 Jan 2020,4.38
ROBERTSON 100,1 Jan 2020,3.70
HOLLYWOOD APARTMENTS,1 Jan 2020,2.74
SOPHIA HILLS,1 Jan 2020,5.10
ORCHARD SCOTTS,1 Jan 2020,5.55
ELIZABETH TOWER,1 Jan 2020,2.83
HELIOS RESIDENCES,1 Jan 2020,3.59
PEACE CENTRE / MANSIONS,1 Jan 2020,1.84
THE LUXE,1 Jan 2020,5.89
THE WHARF RESIDENCE,1 Jan 2020,4.76
WATERMARK ROBERTSON QUAY,1 Jan 2020,3.71
RHAPSODY ON MOUNT ELIZABETH,1 Jan 2020,2.31
THE MORNINGSIDE,1 Jan 2020,2.86
CAIRNHILL CREST,1 Jan 2020,2.64
LANGSTON VILLE,1 Jan 2020,3.47
PARC SOPHIA,1 Jan 2020,4.89
ESPADA,1 Jan 2020,4.93
BELLE VUE RESIDENCES,1 Jan 2020,4.18
HILLTOPS,1 Jan 2020,6.64
NEWTON EDGE,1 Jan 2020,2.96
CAIRNHILL NINE,1 Jan 2020,6.48
LEONIE PARC VIEW,1 Jan 2020,3.56
RIVERGATE,1 Jan 2020,5.03
ESPADA,1 Jan 2020,6.86
ONE DEVONSHIRE,1 Jan 2020,5.16
THE PIER AT ROBERTSON,1 Jan 2020,5.07
TIARA,1 Jan 2020,3.53
OXLEY MANSION,1 Jan 2020,3.26
THE COSMOPOLITAN,1 Jan 2020,4.22
8 @ MOUNT SOPHIA,1 Jan 2020,4.35
LEONIE GARDENS,1 Jan 2020,3.06
THE INSPIRA,1 Jan 2020,4.32
HELIOS RESIDENCES,1 Jan 2020,5.04
THE PIER AT ROBERTSON,1 Jan 2020,4.46
ASPEN HEIGHTS,1 Jan 2020,3.16
NOMU,1 Jan 2020,4.07
PARC SOPHIA,1 Jan 2020,5.33
THE COSMOPOLITAN,1 Jan 2020,4.74
OXLEY MANSION,1 Jan 2020,3.16
UE SQUARE,1 Jan 2020,5.45
URBAN SUITES,1 Jan 2020,4.39
URBAN SUITES,1 Jan 2020,7.10
OUE TWIN PEAKS,1 Jan 2020,5.64
NON-LANDED HOUSING DEVELOPMENT,1 Jan 2020,2.30
ELIZABETH HEIGHTS,1 Jan 2020,2.16
ASPEN HEIGHTS,1 Jan 2020,3.30
THE METZ,1 Jan 2020,6.55
URBAN RESORT CONDOMINIUM,1 Jan 2020,3.92
BELLE VUE RESIDENCES,1 Jan 2020,3.32
TIARA,1 Jan 2020,2.97
HORIZON TOWERS,1 Jan 2020,2.72
NON-LANDED HOUSING DEVELOPMENT,1 Jan 2020,3.76
ILLUMINAIRE ON DEVONSHIRE,1 Jan 2020,4.85
CAVENAGH LODGE,1 Jan 2020,2.83
WATERMARK ROBERTSON QUAY,1 Jan 2020,4.57
LEONIE SUITES,1 Jan 2020,4.62
CAIRNHILL NINE,1 Jan 2020,6.13
FRASER RESIDENCE SINGAPORE,1 Jan 2020,3.77
THE SUITES AT CENTRAL,1 Jan 2020,6.00
PARC EMILY,1 Jan 2020,3.20
RIVERSIDE 48,1 Jan 2020,3.37
LEONIE CONDOTEL,1 Jan 2020,3.60
FRASER RESIDENCE SINGAPORE,1 Jan 2020,4.87
THE TATE RESIDENCES,1 Jan 2020,4.44
WATERFORD RESIDENCE,1 Jan 2020,3.91
DEVONSHIRE BUILDING,1 Jan 2020,1.69
LEONIE HILL RESIDENCES,1 Jan 2020,3.45
SUITES AT ORCHARD,1 Jan 2020,4.00
THE PEAK @ CAIRNHILL II,1 Jan 2020,4.47
PATERSON RESIDENCE,1 Jan 2020,3.64
MIRAGE TOWER,1 Jan 2020,3.20
UE SQUARE,1 Jan 2020,3.91
TIARA,1 Jan 2020,2.90
THE LAURELS,1 Jan 2020,7.27
8 @ MOUNT SOPHIA,1 Jan 2020,3.88
SOPHIA RESIDENCE,1 Jan 2020,4.93
THE SCOTTS TOWER,1 Jan 2020,6.68
CAVENAGH FORTUNA,1 Jan 2020,3.22
PATERSON SUITES,1 Jan 2020,3.49
PARC EMILY,1 Jan 2020,4.52
DEVONSHIRE RESIDENCES,1 Jan 2020,5.27
TWENTYONE ANGULLIA PARK,1 Jan 2020,6.52
WATERMARK ROBERTSON QUAY,1 Jan 2020,5.06
THE BOUTIQ,1 Jan 2020,4.59
MIRAGE TOWER,1 Jan 2020,3.08
TRIBECA,1 Jan 2020,4.18
THE PIER AT ROBERTSON,1 Jan 2020,5.43
ESTILO,1 Jan 2020,4.73
ONE OXLEY RISE,1 Jan 2020,3.73
THE SUITES AT CENTRAL,1 Jan 2020,4.48
THE WHARF RESIDENCE,1 Jan 2020,4.10
HORIZON TOWERS,1 Jan 2020,3.02
PATERSON RESIDENCE,1 Jan 2020,4.59
SOPHIA RESIDENCE,1 Jan 2020,3.81
THE BOUTIQ,1 Jan 2020,5.00
CAIRNHILL CREST,1 Jan 2020,4.00
LEONIE CONDOTEL,1 Jan 2020,2.66
MOUNT SOPHIA SUITES,1 Jan 2020,5.33
ESPADA,1 Jan 2020,7.43
URBAN SUITES,1 Jan 2020,5.35
EMILY RESIDENCE,1 Jan 2020,4.31
SOPHIA RESIDENCE,1 Jan 2020,3.85
PARC SOPHIA,1 Jan 2020,3.69
PARC SOPHIA,1 Jan 2020,2.94
THE SCOTTS TOWER,1 Jan 2020,7.29
CAIRNHILL RESIDENCES,1 Jan 2020,3.12
UE SQUARE,1 Jan 2020,3.10
SOPHIA RESIDENCE,1 Jan 2020,3.71
THE SUITES AT CENTRAL,1 Jan 2020,4.44
THE INSPIRA,1 Jan 2020,4.11
THE LAURELS,1 Jan 2020,6.36
DEVONSHIRE BUILDING,1 Jan 2020,1.82
RIVERGATE,1 Jan 2020,3.87
CAIRNHILL RESIDENCES,1 Jan 2020,4.43
CAIRNHILL NINE,1 Jan 2020,6.19
THE PATERSON EDGE,1 Jan 2020,4.84
ILLUMINAIRE ON DEVONSHIRE,1 Jan 2020,4.53
336 RIVER VALLEY,1 Jan 2020,2.34
THE COSMOPOLITAN,1 Jan 2020,4.39
CAIRNHILL CREST,1 Jan 2020,3.71
MIRAGE TOWER,1 Jan 2020,2.97
THE BOUTIQ,1 Jan 2020,4.47
NON-LANDED HOUSING DEVELOPMENT,1 Jan 2020,2.80
CLAREMONT,1 Jan 2020,3.13
URBAN SUITES,1 Jan 2020,4.63
MARTIN NO 38,1 Jan 2020,5.93
THE BAYRON,1 Jan 2020,4.95
RIVERGATE,1 Jan 2020,4.26
WATERSCAPE AT CAVENAGH,1 Jan 2020,5.18
ST THOMAS SUITES,1 Jan 2020,4.00
LLOYD SIXTYFIVE,1 Jan 2020,5.85
ILLUMINAIRE ON DEVONSHIRE,1 Jan 2020,5.39
LEONIE SUITES,1 Jan 2020,4.15
8 @ MOUNT SOPHIA,1 Jan 2020,4.24
MIRAGE TOWER,1 Jan 2020,4.73
ASPEN HEIGHTS,1 Jan 2020,3.23
8 @ MOUNT SOPHIA,1 Jan 2020,3.83
PARC SOPHIA,1 Jan 2020,4.18
RIVERGATE,1 Jan 2020,4.84
URBAN SUITES,1 Jan 2020,4.39
TIARA,1 Jan 2020,3.60
HORIZON TOWERS,1 Jan 2020,2.77
8 @ MOUNT SOPHIA,1 Jan 2020,4.10
MARTIN PLACE RESIDENCES,1 Jan 2020,4.55
LUMA,1 Jan 2020,4.11
8 @ MOUNT SOPHIA,1 Jan 2020,3.86
LEONIE CONDOTEL,1 Jan 2020,2.96
ASPEN HEIGHTS,1 Jan 2020,3.52
SKYLINE 360 @ SAINT THOMAS WALK,1 Jan 2020,3.02
PATERSON RESIDENCE,1 Jan 2020,4.07
CAIRNHILL PLAZA,1 Jan 2020,2.22
THE CENTREPOINT,1 Jan 2020,5.33
8 SAINT THOMAS,1 Jan 2020,5.65
CENTENNIA SUITES,1 Jan 2020,4.22
HILLTOPS,1 Jan 2020,6.00
LEONIE CONDOTEL,1 Jan 2020,3.34
ORCHARD SCOTTS,1 Jan 2020,3.11
RESIDENCES @ KILLINEY,1 Jan 2020,4.59
LUMA,1 Jan 2020,4.11
THE WHARF RESIDENCE,1 Jan 2020,4.58
YONG AN PARK,1 Jan 2020,2.99
2 RVG,1 Jan 2020,3.68
WATERSCAPE AT CAVENAGH,1 Jan 2020,4.44
ESPADA,1 Jan 2020,7.14
OUE TWIN PEAKS,1 Jan 2020,6.91
ROBERTSON BLUE,1 Jan 2020,4.40
CENTENNIA SUITES,1 Jan 2020,3.46
1919,1 Jan 2020,5.00
LANGSTON VILLE,1 Jan 2020,3.68
ORCHARD SCOTTS,1 Jan 2020,4.00
PATERSON RESIDENCE,1 Jan 2020,4.53
ILLUMINAIRE ON DEVONSHIRE,1 Jan 2020,6.22
ST THOMAS SUITES,1 Jan 2020,4.26
URBAN RESORT CONDOMINIUM,1 Jan 2020,4.42
ASPEN HEIGHTS,1 Jan 2020,3.29
SOPHIA RESIDENCE,1 Jan 2020,2.72
ASPEN HEIGHTS,1 Jan 2020,4.12
THE OXLEY,1 Jan 2020,3.76
BELLE VUE RESIDENCES,1 Jan 2020,3.85
8 @ MOUNT SOPHIA,1 Jan 2020,4.07
SOPHIA RESIDENCE,1 Jan 2020,4.53
THE REGALIA,1 Jan 2020,3.20
PARC SOPHIA,1 Jan 2020,5.89
TAN CHIN TUAN MANSION,1 Jan 2020,3.29
NEWTON EDGE,1 Jan 2020,3.29
THE VERMONT ON CAIRNHILL,1 Jan 2020,4.74
NEWTON EDGE,1 Jan 2020,5.09
TRIBECA,1 Jan 2020,3.33
ROBERTSON EDGE,1 Jan 2020,4.91
MARTIN PLACE RESIDENCES,1 Jan 2020,5.65
1919,1 Jan 2020,5.23
GRANGE HEIGHTS,1 Jan 2020,2.20
ST THOMAS SUITES,1 Jan 2020,4.15
URBAN SUITES,1 Jan 2020,4.76
OUE TWIN PEAKS,1 Jan 2020,5.93
PARC SOPHIA,1 Jan 2020,4.00
PARC EMILY,1 Jan 2020,3.84
LUMA,1 Jan 2020,3.89
2 RVG,1 Jan 2020,4.21
CAIRNHILL CREST,1 Jan 2020,3.30
ROBERTSON 100,1 Jan 2020,4.93
SCOTTS SQUARE,1 Jan 2020,7.48
THE VERMONT ON CAIRNHILL,1 Jan 2020,4.21
ELIZABETH TOWER,1 Jan 2020,2.29
OUE TWIN PEAKS,1 Jan 2020,6.00
LIV ON WILKIE,1 Jan 2020,4.00
MIRAGE TOWER,1 Jan 2020,2.72
UE SQUARE,1 Jan 2020,4.55
OLEANAS RESIDENCE,1 Jan 2020,3.64
VISIONCREST,1 Jan 2020,4.00
THE OXLEY,1 Jan 2020,5.11
THE MORNINGSIDE,1 Jan 2020,2.97
THE PIER AT ROBERTSON,1 Jan 2020,4.00
